                     PanelOLS Estimation Summary                     
Dep. Variable:   ,log_avg_emp     ,  R-squared:           ,0.0436    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.5781   
No. Observations:,2909            ,  R-squared (Within):  ,0.0325    
Date:            ,Wed, Aug 10 2022,  R-squared (Overall): ,0.0054    
Time:            ,16:24:47        ,  Log-likelihood       ,-4015.0   
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,30.533    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,171.12          ,  Distribution:        ,F(23,2840)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,261.00          ,  F-statistic (robust):,435.21    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,38              ,  Distribution:        ,F(23,2840)
Avg Obs:         ,76.553          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,96.000          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.8017  ,3.9586   ,-0.2025,0.8395 ,-8.5637 ,6.9602  
L_0_chg_log_restriction_2_0   ,0.0624   ,0.6522   ,0.0957 ,0.9238 ,-1.2165 ,1.3413  
L_0_entry_rate_whole          ,1.8543   ,5.8721   ,0.3158 ,0.7522 ,-9.6597 ,13.368  
L_0_log_gdp                   ,0.0555   ,0.8105   ,0.0685 ,0.9454 ,-1.5337 ,1.6447  
L_1_chg_log_restriction_2_0   ,0.0856   ,0.6334   ,0.1351 ,0.8926 ,-1.1564 ,1.3275  
L_1_entry_rate_whole          ,-0.2443  ,7.7349   ,-0.0316,0.9748 ,-15.411 ,14.922  
L_1_log_gdp                   ,-0.1101  ,1.0505   ,-0.1048,0.9166 ,-2.1699 ,1.9498  
L_2_chg_log_restriction_2_0   ,0.0879   ,0.6043   ,0.1455 ,0.8843 ,-1.0971 ,1.2730  
L_2_entry_rate_whole          ,0.4926   ,7.3775   ,0.0668 ,0.9468 ,-13.973 ,14.958  
L_2_log_gdp                   ,-0.0231  ,1.0340   ,-0.0223,0.9822 ,-2.0506 ,2.0045  
L_3_chg_log_restriction_2_0   ,0.1356   ,0.6156   ,0.2203 ,0.8256 ,-1.0715 ,1.3428  
L_3_entry_rate_whole          ,0.6929   ,7.0728   ,0.0980 ,0.9220 ,-13.175 ,14.561  
L_3_log_gdp                   ,0.0153   ,1.0320   ,0.0148 ,0.9882 ,-2.0082 ,2.0387  
L_4_chg_log_restriction_2_0   ,0.0868   ,0.6121   ,0.1418 ,0.8873 ,-1.1135 ,1.2870  
L_4_entry_rate_whole          ,0.5450   ,6.1097   ,0.0892 ,0.9289 ,-11.435 ,12.525  
L_4_log_gdp                   ,-0.0411  ,1.0455   ,-0.0393,0.9686 ,-2.0912 ,2.0090  
L_5_chg_log_restriction_2_0   ,0.0477   ,0.5735   ,0.0832 ,0.9337 ,-1.0769 ,1.1723  
L_5_entry_rate_whole          ,-0.0706  ,5.2559   ,-0.0134,0.9893 ,-10.376 ,10.235  
L_5_log_gdp                   ,0.0379   ,1.0130   ,0.0374 ,0.9701 ,-1.9485 ,2.0243  
L_6_entry_rate_whole          ,1.2459   ,4.0400   ,0.3084 ,0.7578 ,-6.6757 ,9.1676  
L_6_log_gdp                   ,0.2958   ,0.7502   ,0.3943 ,0.6934 ,-1.1752 ,1.7669  
cross                         ,0.1126   ,0.0460   ,2.4482 ,0.0144 ,0.0224  ,0.2028  
large_firm                    ,3.6581   ,0.4932   ,7.4163 ,0.0000 ,2.6909  ,4.6253  
pre_cohort_log_restriction_2_0,0.0393   ,0.2864   ,0.1371 ,0.8910 ,-0.5222 ,0.6008  

F-test for Poolability: 2.8297
P-value: 0.0000
Distribution: F(45,2840)

Included effects: Entity, Time
