                     PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.0099    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.4680   
No. Observations:,6046            ,  R-squared (Within):  ,-0.0203   
Date:            ,Mon, Jun 06 2022,  R-squared (Overall): ,-0.0300   
Time:            ,18:23:27        ,  Log-likelihood       ,7414.9    
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,4.9954    
Entities:        ,21              ,  P-value              ,0.0000    
Avg Obs:         ,287.90          ,  Distribution:        ,F(12,5987)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,779.00          ,  F-statistic (robust):,4.3421    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,34              ,  Distribution:        ,F(12,5987)
Avg Obs:         ,177.82          ,                       ,          
Min Obs:         ,146.00          ,                       ,          
Max Obs:         ,308.00          ,                       ,          
                 ,                ,                       ,          
                             Parameter Estimates                             
                       ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                  ,-0.1139  ,0.1190   ,-0.9575,0.3384 ,-0.3472 ,0.1193  
L_0_entry_rate_whole   ,0.1671   ,0.1757   ,0.9512 ,0.3415 ,-0.1773 ,0.5116  
L_0_log_gdp            ,-0.0282  ,0.0330   ,-0.8525,0.3940 ,-0.0929 ,0.0366  
L_0_log_restriction_2_0,0.0390   ,0.0187   ,2.0779 ,0.0378 ,0.0022  ,0.0757  
L_1_entry_rate_whole   ,-0.3274  ,0.2289   ,-1.4301,0.1527 ,-0.7762 ,0.1214  
L_1_log_gdp            ,-0.0960  ,0.0425   ,-2.2571,0.0240 ,-0.1793 ,-0.0126 
L_1_log_restriction_2_0,-0.0221  ,0.0266   ,-0.8308,0.4061 ,-0.0744 ,0.0301  
L_2_entry_rate_whole   ,-0.1289  ,0.2071   ,-0.6223,0.5338 ,-0.5349 ,0.2772  
L_2_log_gdp            ,0.1178   ,0.0412   ,2.8593 ,0.0043 ,0.0370  ,0.1985  
L_2_log_restriction_2_0,0.0544   ,0.0221   ,2.4652 ,0.0137 ,0.0112  ,0.0977  
L_3_entry_rate_whole   ,0.3431   ,0.1716   ,1.9995 ,0.0456 ,0.0067  ,0.6795  
L_3_log_gdp            ,0.0084   ,0.0278   ,0.3017 ,0.7629 ,-0.0462 ,0.0629  
L_3_log_restriction_2_0,-0.0481  ,0.0175   ,-2.7524,0.0059 ,-0.0823 ,-0.0138 

F-test for Poolability: 7.1602
P-value: 0.0000
Distribution: F(46,5987)

Included effects: Entity, Time
