                     PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.0192    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-5.2687   
No. Observations:,6180            ,  R-squared (Within):  ,0.0255    
Date:            ,Sun, Jun 19 2022,  R-squared (Overall): ,-3.8032   
Time:            ,15:35:04        ,  Log-likelihood       ,5294.1    
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,11.681    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,23.588          ,  Distribution:        ,F(10,5971)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,41.000          ,  F-statistic (robust):,18.251    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,35              ,  Distribution:        ,F(10,5971)
Avg Obs:         ,176.57          ,                       ,          
Min Obs:         ,146.00          ,                       ,          
Max Obs:         ,306.00          ,                       ,          
                 ,                ,                       ,          
                               Parameter Estimates                               
                           ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
L_0_entry_rate_whole       ,0.0888   ,0.1650   ,0.5386 ,0.5902 ,-0.2345 ,0.4122  
L_0_log_gdp                ,-0.0942  ,0.0435   ,-2.1639,0.0305 ,-0.1795 ,-0.0089 
L_0_log_restriction_2_0    ,0.0516   ,0.0225   ,2.2955 ,0.0217 ,0.0075  ,0.0957  
cohort_entry_rate_whole    ,0.1909   ,0.0381   ,5.0075 ,0.0000 ,0.1161  ,0.2656  
cohort_log_gdp             ,0.0523   ,0.0181   ,2.8934 ,0.0038 ,0.0169  ,0.0878  
cohort_log_restriction_2_0 ,-0.0868  ,0.0363   ,-2.3875,0.0170 ,-0.1580 ,-0.0155 
inc_avg_entry_rate_whole   ,-0.2166  ,0.2048   ,-1.0576,0.2903 ,-0.6182 ,0.1849  
inc_avg_log_gdp            ,0.0285   ,0.0313   ,0.9103 ,0.3627 ,-0.0329 ,0.0899  
inc_avg_log_restriction_2_0,0.0329   ,0.0222   ,1.4852 ,0.1376 ,-0.0105 ,0.0764  
log_emp_cohort             ,-0.0178  ,0.0041   ,-4.3815,0.0000 ,-0.0258 ,-0.0099 

F-test for Poolability: 3.6838
P-value: 0.0000
Distribution: F(198,5971)

Included effects: Entity, Time
