                     PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.0715    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.0092    
No. Observations:,8275            ,  R-squared (Within):  ,-0.1648   
Date:            ,Wed, Aug 10 2022,  R-squared (Overall): ,-0.0639   
Time:            ,16:23:17        ,  Log-likelihood       ,1.905e+04 
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,5707.6    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,31.584          ,  Distribution:        ,F(16,7983)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,35.000          ,  F-statistic (robust):,-3.906e+13
                 ,                ,  P-value              ,1.0000    
Time periods:    ,38              ,  Distribution:        ,F(16,7983)
Avg Obs:         ,217.76          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,239.00          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.1025  ,0.0711   ,-1.4418,0.1494 ,-0.2418 ,0.0368  
L_0_entry_rate_whole          ,-0.0050  ,0.0582   ,-0.0854,0.9319 ,-0.1191 ,0.1092  
L_0_log_gdp                   ,-0.0505  ,0.0220   ,-2.2924,0.0219 ,-0.0937 ,-0.0073 
L_1_entry_rate_whole          ,-0.2039  ,0.0518   ,-3.9334,0.0001 ,-0.3056 ,-0.1023 
L_1_log_gdp                   ,-0.0547  ,0.0168   ,-3.2450,0.0012 ,-0.0877 ,-0.0216 
L_2_entry_rate_whole          ,0.0825   ,0.0462   ,1.7864 ,0.0741 ,-0.0080 ,0.1731  
L_2_log_gdp                   ,0.0577   ,0.0185   ,3.1151 ,0.0018 ,0.0214  ,0.0940  
L_3_entry_rate_whole          ,0.0862   ,0.0205   ,4.2027 ,0.0000 ,0.0460  ,0.1264  
L_3_log_gdp                   ,0.0251   ,0.0071   ,3.5299 ,0.0004 ,0.0111  ,0.0390  
L_4_entry_rate_whole          ,0.0947   ,0.0451   ,2.0993 ,0.0358 ,0.0063  ,0.1830  
L_4_log_gdp                   ,0.0110   ,0.0122   ,0.8983 ,0.3691 ,-0.0130 ,0.0350  
L_5_entry_rate_whole          ,0.0510   ,0.0292   ,1.7433 ,0.0813 ,-0.0063 ,0.1083  
L_5_log_gdp                   ,0.0198   ,0.0092   ,2.1654 ,0.0304 ,0.0019  ,0.0378  
curr_chg_restriction_2_0      ,0.0164   ,0.0091   ,1.7974 ,0.0723 ,-0.0015 ,0.0343  
enter_chg_restriction_2_0     ,-0.0032  ,0.0121   ,-0.2679,0.7888 ,-0.0269 ,0.0204  
life_chg_restriction_2_0      ,0.0502   ,0.0253   ,1.9850 ,0.0472 ,0.0006  ,0.0999  
pre_cohort_log_restriction_2_0,0.0157   ,0.0067   ,2.3335 ,0.0196 ,0.0025  ,0.0288  

F-test for Poolability: 22.269
P-value: 0.0000
Distribution: F(275,7983)

Included effects: Entity, Time
