                     PanelOLS Estimation Summary                      
Dep. Variable:   ,estabs_entry_rate,  R-squared:           ,0.0113    
Estimator:       ,PanelOLS         ,  R-squared (Between): ,-1.7768   
No. Observations:,3041             ,  R-squared (Within):  ,-0.0752   
Date:            ,Wed, Aug 10 2022 ,  R-squared (Overall): ,-0.2123   
Time:            ,16:23:32         ,  Log-likelihood       ,7098.9    
Cov. Estimator:  ,Robust           ,                       ,          
                 ,                 ,  F-statistic:         ,359.83    
Entities:        ,17               ,  P-value              ,0.0000    
Avg Obs:         ,178.88           ,  Distribution:        ,F(20,2973)
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,272.00           ,  F-statistic (robust):,0.8923    
                 ,                 ,  P-value              ,0.5976    
Time periods:    ,38               ,  Distribution:        ,F(20,2973)
Avg Obs:         ,80.026           ,                       ,          
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,96.000           ,                       ,          
                 ,                 ,                       ,          
                                 Parameter Estimates                                 
                              ,Parameter ,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.0361   ,0.0809   ,-0.4463,0.6554 ,-0.1948 ,0.1226  
L_0_chg_log_restriction_2_0   ,-0.0003   ,0.0137   ,-0.0227,0.9819 ,-0.0271 ,0.0265  
L_0_entry_rate_whole          ,0.1111    ,0.1477   ,0.7520 ,0.4521 ,-0.1785 ,0.4007  
L_0_log_gdp                   ,0.0111    ,0.0173   ,0.6446 ,0.5192 ,-0.0227 ,0.0450  
L_1_chg_log_restriction_2_0   ,0.0009    ,0.0131   ,0.0694 ,0.9447 ,-0.0248 ,0.0266  
L_1_entry_rate_whole          ,-0.0658   ,0.1991   ,-0.3302,0.7413 ,-0.4562 ,0.3247  
L_1_log_gdp                   ,0.0023    ,0.0235   ,0.0968 ,0.9229 ,-0.0439 ,0.0484  
L_2_chg_log_restriction_2_0   ,-1.601e-05,0.0135   ,-0.0012,0.9991 ,-0.0265 ,0.0264  
L_2_entry_rate_whole          ,-0.0262   ,0.1613   ,-0.1627,0.8707 ,-0.3425 ,0.2900  
L_2_log_gdp                   ,-0.0284   ,0.0263   ,-1.0766,0.2818 ,-0.0800 ,0.0233  
L_3_chg_log_restriction_2_0   ,-0.0024   ,0.0126   ,-0.1893,0.8499 ,-0.0272 ,0.0224  
L_3_entry_rate_whole          ,-0.0579   ,0.1438   ,-0.4026,0.6873 ,-0.3398 ,0.2240  
L_3_log_gdp                   ,0.0004    ,0.0272   ,0.0155 ,0.9877 ,-0.0530 ,0.0538  
L_4_chg_log_restriction_2_0   ,-8.885e-05,0.0121   ,-0.0073,0.9942 ,-0.0238 ,0.0237  
L_4_entry_rate_whole          ,0.0295    ,0.1382   ,0.2132 ,0.8312 ,-0.2415 ,0.3004  
L_4_log_gdp                   ,0.0132    ,0.0259   ,0.5093 ,0.6106 ,-0.0375 ,0.0639  
L_5_entry_rate_whole          ,-0.0876   ,0.1037   ,-0.8446,0.3984 ,-0.2909 ,0.1158  
L_5_log_gdp                   ,0.0102    ,0.0179   ,0.5711 ,0.5680 ,-0.0249 ,0.0453  
cross                         ,-0.0173   ,0.0082   ,-2.1250,0.0337 ,-0.0333 ,-0.0013 
large_firm                    ,0.2032    ,0.0934   ,2.1749 ,0.0297 ,0.0200  ,0.3864  
pre_cohort_log_restriction_2_0,0.0033    ,0.0062   ,0.5360 ,0.5920 ,-0.0088 ,0.0154  

F-test for Poolability: 5.7603
P-value: 0.0000
Distribution: F(47,2973)

Included effects: Entity, Time
