                     PanelOLS Estimation Summary                     
Dep. Variable:   ,per_emp_chg     ,  R-squared:           ,0.3046    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-3.4836   
No. Observations:,3019            ,  R-squared (Within):  ,0.3682    
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,0.1848    
Time:            ,14:29:54        ,  Log-likelihood       ,3102.0    
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,92.310    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,177.59          ,  Distribution:        ,F(14,2957)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,267.00          ,  F-statistic (robust):,40.474    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,35              ,  Distribution:        ,F(14,2957)
Avg Obs:         ,86.257          ,                       ,          
Min Obs:         ,77.000          ,                       ,          
Max Obs:         ,98.000          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.8101  ,0.2965   ,-2.7326,0.0063 ,-1.3914 ,-0.2288 
L_0_entry_rate_whole          ,-6.3466  ,0.5081   ,-12.490,0.0000 ,-7.3429 ,-5.3502 
L_0_log_gdp                   ,-0.1276  ,0.0640   ,-1.9931,0.0463 ,-0.2532 ,-0.0021 
L_1_entry_rate_whole          ,0.3348   ,0.5516   ,0.6070 ,0.5439 ,-0.7468 ,1.4165  
L_1_log_gdp                   ,0.1941   ,0.0847   ,2.2917 ,0.0220 ,0.0280  ,0.3602  
L_2_entry_rate_whole          ,-0.4087  ,0.4449   ,-0.9186,0.3584 ,-1.2812 ,0.4637  
L_2_log_gdp                   ,0.0120   ,0.0865   ,0.1385 ,0.8898 ,-0.1577 ,0.1816  
L_3_entry_rate_whole          ,4.9731   ,0.4453   ,11.168 ,0.0000 ,4.0999  ,5.8462  
L_3_log_gdp                   ,0.1468   ,0.0868   ,1.6912 ,0.0909 ,-0.0234 ,0.3170  
L_4_entry_rate_whole          ,0.3531   ,0.3582   ,0.9857 ,0.3244 ,-0.3493 ,1.0555  
L_4_log_gdp                   ,-0.1393  ,0.0678   ,-2.0538,0.0401 ,-0.2722 ,-0.0063 
cross                         ,0.0846   ,0.0324   ,2.6125 ,0.0090 ,0.0211  ,0.1481  
full_chg_restriction_2_0      ,0.0003   ,0.0883   ,0.0038 ,0.9970 ,-0.1728 ,0.1735  
large_firm                    ,-1.1373  ,0.3574   ,-3.1818,0.0015 ,-1.8382 ,-0.4365 
pre_cohort_log_restriction_2_0,0.0360   ,0.0241   ,1.4967 ,0.1346 ,-0.0112 ,0.0832  

F-test for Poolability: 17.381
P-value: 0.0000
Distribution: F(47,2957)

Included effects: Entity, Time
