                     PanelOLS Estimation Summary                     
Dep. Variable:   ,estabs_exit     ,  R-squared:           ,0.1003    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.1039   
No. Observations:,8619            ,  R-squared (Within):  ,-1.3545   
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,-0.2428   
Time:            ,12:56:50        ,  Log-likelihood       ,-6.257e+04
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,5979.9    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,32.897          ,  Distribution:        ,F(9,8331) 
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,37.000          ,  F-statistic (robust):,11.292    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,37              ,  Distribution:        ,F(9,8331) 
Avg Obs:         ,232.95          ,                       ,          
Min Obs:         ,225.00          ,                       ,          
Max Obs:         ,240.00          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-5174.6  ,2344.6   ,-2.2071,0.0273 ,-9770.5 ,-578.68 
L_0_chg_restriction_2_0       ,-157.38  ,146.30   ,-1.0757,0.2821 ,-444.17 ,129.41  
L_0_entry_rate_whole          ,-3091.2  ,642.06   ,-4.8145,0.0000 ,-4349.8 ,-1832.6 
L_0_log_gdp                   ,207.30   ,370.31   ,0.5598 ,0.5756 ,-518.60 ,933.20  
L_1_chg_restriction_2_0       ,-75.781  ,186.62   ,-0.4061,0.6847 ,-441.61 ,290.04  
L_1_entry_rate_whole          ,1747.5   ,686.61   ,2.5451 ,0.0109 ,401.58  ,3093.4  
L_1_log_gdp                   ,266.20   ,174.55   ,1.5251 ,0.1273 ,-75.958 ,608.35  
L_2_entry_rate_whole          ,-515.72  ,298.99   ,-1.7249,0.0846 ,-1101.8 ,70.373  
L_2_log_gdp                   ,47.835   ,314.36   ,0.1522 ,0.8791 ,-568.40 ,664.07  
pre_cohort_log_restriction_2_0,321.81   ,182.38   ,1.7645 ,0.0777 ,-35.696 ,679.31  

F-test for Poolability: 244.56
P-value: 0.0000
Distribution: F(278,8331)

Included effects: Entity, Time
