                        PanelOLS Estimation Summary                         
Dep. Variable:   ,job_creation_continuers,  R-squared:           ,0.0507    
Estimator:       ,PanelOLS               ,  R-squared (Between): ,-0.1591   
No. Observations:,6387                   ,  R-squared (Within):  ,-0.2922   
Date:            ,Sun, Jun 19 2022       ,  R-squared (Overall): ,-0.1863   
Time:            ,15:36:04               ,  Log-likelihood       ,-5.473e+04
Cov. Estimator:  ,Clustered              ,                       ,          
                 ,                       ,  F-statistic:         ,20.626    
Entities:        ,262                    ,  P-value              ,0.0000    
Avg Obs:         ,24.378                 ,  Distribution:        ,F(16,6173)
Min Obs:         ,0.0000                 ,                       ,          
Max Obs:         ,40.000                 ,  F-statistic (robust):,-1.329e+12
                 ,                       ,  P-value              ,1.0000    
Time periods:    ,34                     ,  Distribution:        ,F(16,6173)
Avg Obs:         ,187.85                 ,                       ,          
Min Obs:         ,158.00                 ,                       ,          
Max Obs:         ,322.00                 ,                       ,          
                 ,                       ,                       ,          
                              Parameter Estimates                               
                       ,Parameter ,Std. Err., T-stat,P-value, Lower CI ,Upper CI
const                  ,-1.791e+04,6618.6   ,-2.7060,0.0068 ,-3.088e+04,-4935.3 
L_0_entry_rate_whole   ,-1755.8   ,980.66   ,-1.7904,0.0734 ,-3678.2   ,166.64  
L_0_log_gdp            ,1181.1    ,442.15   ,2.6714 ,0.0076 ,314.39    ,2047.9  
L_0_log_restriction_2_0,-429.09   ,253.93   ,-1.6898,0.0911 ,-926.89   ,68.706  
L_1_entry_rate_whole   ,170.41    ,325.50   ,0.5235 ,0.6006 ,-467.68   ,808.51  
L_1_log_gdp            ,739.08    ,412.47   ,1.7918 ,0.0732 ,-69.507   ,1547.7  
L_1_log_restriction_2_0,-352.16   ,328.45   ,-1.0722,0.2837 ,-996.03   ,291.71  
L_2_entry_rate_whole   ,15.418    ,329.87   ,0.0467 ,0.9627 ,-631.23   ,662.07  
L_2_log_gdp            ,-507.37   ,289.93   ,-1.7500,0.0802 ,-1075.7   ,60.990  
L_2_log_restriction_2_0,70.965    ,175.09   ,0.4053 ,0.6853 ,-272.26   ,414.19  
L_3_entry_rate_whole   ,-153.62   ,209.62   ,-0.7329,0.4637 ,-564.56   ,257.31  
L_3_log_gdp            ,-344.52   ,267.36   ,-1.2886,0.1976 ,-868.64   ,179.59  
L_3_log_restriction_2_0,393.38    ,286.41   ,1.3735 ,0.1697 ,-168.09   ,954.85  
L_4_entry_rate_whole   ,184.94    ,722.95   ,0.2558 ,0.7981 ,-1232.3   ,1602.2  
L_4_log_gdp            ,240.17    ,253.51   ,0.9474 ,0.3435 ,-256.80   ,737.14  
L_4_log_restriction_2_0,1209.9    ,583.98   ,2.0718 ,0.0383 ,65.079    ,2354.7  
log_emp_cohort         ,280.36    ,97.513   ,2.8751 ,0.0041 ,89.201    ,471.52  

F-test for Poolability: 86.523
P-value: 0.0000
Distribution: F(197,6173)

Included effects: Entity, Time
