                      PanelOLS Estimation Summary                      
Dep. Variable:   ,job_creation_rate,  R-squared:           ,0.1001     
Estimator:       ,PanelOLS         ,  R-squared (Between): ,-0.2965    
No. Observations:,20303            ,  R-squared (Within):  ,0.1035     
Date:            ,Sun, Jun 19 2022 ,  R-squared (Overall): ,0.0902     
Time:            ,14:38:10         ,  Log-likelihood       ,-8.141e+04 
Cov. Estimator:  ,Robust           ,                       ,           
                 ,                 ,  F-statistic:         ,187.64     
Entities:        ,17               ,  P-value              ,0.0000     
Avg Obs:         ,1194.3           ,  Distribution:        ,F(12,20240)
Min Obs:         ,0.0000           ,                       ,           
Max Obs:         ,1775.0           ,  F-statistic (robust):,176.07     
                 ,                 ,  P-value              ,0.0000     
Time periods:    ,38               ,  Distribution:        ,F(12,20240)
Avg Obs:         ,534.29           ,                       ,           
Min Obs:         ,408.00           ,                       ,           
Max Obs:         ,982.00           ,                       ,           
                 ,                 ,                       ,           
                                  Parameter Estimates                                   
                                  ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.1.0]           ,-4.4943  ,9.5305   ,-0.4716,0.6372 ,-23.175 ,14.186  
C(age_grp_dummy)[T.2.0]           ,-11.671  ,9.5212   ,-1.2258,0.2203 ,-30.334 ,6.9910  
C(age_grp_dummy)[T.3.0]           ,-14.711  ,9.5114   ,-1.5467,0.1219 ,-33.355 ,3.9317  
C(age_grp_dummy)[T.4.0]           ,-15.510  ,9.4870   ,-1.6348,0.1021 ,-34.105 ,3.0856  
C(age_grp_dummy)[T.5.0]           ,-16.509  ,9.4944   ,-1.7389,0.0821 ,-35.119 ,2.1003  
L_0_entry_rate_whole              ,117.06   ,11.731   ,9.9790 ,0.0000 ,94.069  ,140.06  
L_0_log_gdp                       ,5.5159   ,1.3844   ,3.9845 ,0.0001 ,2.8025  ,8.2293  
L_0_log_restriction_2_0           ,0.0670   ,1.3814   ,0.0485 ,0.9613 ,-2.6406 ,2.7746  
avg_entry_rate_whole              ,-60.088  ,11.609   ,-5.1761,0.0000 ,-82.842 ,-37.334 
avg_log_gdp                       ,-5.0930  ,1.2481   ,-4.0806,0.0000 ,-7.5393 ,-2.6466 
avg_log_restriction_2_0           ,2.4100   ,1.4922   ,1.6151 ,0.1063 ,-0.5148 ,5.3347  
large_firm                        ,2.1680   ,3.7792   ,0.5737 ,0.5662 ,-5.2394 ,9.5755  
avg_log_restriction_2_0:large_firm,0.0222   ,0.3486   ,0.0638 ,0.9492 ,-0.6611 ,0.7055  

F-test for Poolability: 14.713
P-value: 0.0000
Distribution: F(50,20240)

Included effects: Entity, Time
