                       IV-2SLS Estimation Summary                      
Dep. Variable:   ,net_job_creation_rate,  R-squared:         ,0.3446   
Estimator:       ,IV-2SLS              ,  Adj. R-squared:    ,0.3220   
No. Observations:,9412                 ,  F-statistic:       ,5282.8   
Date:            ,Tue, Sep 20 2022     ,  P-value (F-stat)   ,0.0000   
Time:            ,09:53:56             ,  Distribution:      ,chi2(315)
Cov. Estimator:  ,heteroskedastic      ,                     ,         
                 ,                     ,                     ,         
                             Parameter Estimates                             
                       ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(sector)[T.2111]      ,-0.7293  ,0.4234   ,-1.7225,0.0850 ,-1.5591 ,0.1006  
C(sector)[T.2121]      ,-0.7658  ,0.4249   ,-1.8023,0.0715 ,-1.5985 ,0.0670  
C(sector)[T.2122]      ,-0.7172  ,0.4241   ,-1.6911,0.0908 ,-1.5484 ,0.1140  
C(sector)[T.2123]      ,-0.7214  ,0.4232   ,-1.7046,0.0883 ,-1.5508 ,0.1081  
C(sector)[T.2131]      ,-0.7073  ,0.4234   ,-1.6703,0.0949 ,-1.5372 ,0.1226  
C(sector)[T.2211]      ,-0.7418  ,0.4349   ,-1.7058,0.0880 ,-1.5941 ,0.1105  
C(sector)[T.2212]      ,-0.7418  ,0.4329   ,-1.7135,0.0866 ,-1.5902 ,0.1067  
C(sector)[T.2213]      ,-0.7133  ,0.4338   ,-1.6442,0.1001 ,-1.5635 ,0.1370  
C(sector)[T.2361]      ,-0.5902  ,0.3604   ,-1.6377,0.1015 ,-1.2965 ,0.1161  
C(sector)[T.2362]      ,-0.6033  ,0.3605   ,-1.6736,0.0942 ,-1.3099 ,0.1032  
C(sector)[T.2371]      ,-0.5932  ,0.3599   ,-1.6480,0.0993 ,-1.2986 ,0.1123  
C(sector)[T.2372]      ,-0.6033  ,0.3612   ,-1.6700,0.0949 ,-1.3113 ,0.1048  
C(sector)[T.2373]      ,-0.6017  ,0.3607   ,-1.6683,0.0953 ,-1.3087 ,0.1052  
C(sector)[T.2379]      ,-0.6114  ,0.3612   ,-1.6927,0.0905 ,-1.3193 ,0.0965  
C(sector)[T.2381]      ,-0.5986  ,0.3607   ,-1.6593,0.0970 ,-1.3056 ,0.1084  
C(sector)[T.2382]      ,-0.5878  ,0.3598   ,-1.6336,0.1023 ,-1.2930 ,0.1174  
C(sector)[T.2383]      ,-0.5950  ,0.3602   ,-1.6516,0.0986 ,-1.3010 ,0.1111  
C(sector)[T.2389]      ,-0.5844  ,0.3598   ,-1.6241,0.1044 ,-1.2896 ,0.1209  
C(sector)[T.3111]      ,-0.8985  ,0.5270   ,-1.7048,0.0882 ,-1.9314 ,0.1345  
C(sector)[T.3112]      ,-0.9024  ,0.5280   ,-1.7089,0.0875 ,-1.9373 ,0.1326  
C(sector)[T.3113]      ,-0.9017  ,0.5282   ,-1.7072,0.0878 ,-1.9369 ,0.1335  
C(sector)[T.3114]      ,-0.9034  ,0.5284   ,-1.7097,0.0873 ,-1.9391 ,0.1323  
C(sector)[T.3115]      ,-0.8977  ,0.5270   ,-1.7034,0.0885 ,-1.9306 ,0.1352  
C(sector)[T.3116]      ,-0.8849  ,0.5272   ,-1.6784,0.0933 ,-1.9182 ,0.1485  
C(sector)[T.3117]      ,-0.9081  ,0.5271   ,-1.7228,0.0849 ,-1.9411 ,0.1250  
C(sector)[T.3118]      ,-0.9021  ,0.5282   ,-1.7079,0.0877 ,-1.9373 ,0.1331  
C(sector)[T.3119]      ,-0.8871  ,0.5290   ,-1.6770,0.0935 ,-1.9238 ,0.1497  
C(sector)[T.3121]      ,-0.8691  ,0.5305   ,-1.6382,0.1014 ,-1.9090 ,0.1707  
C(sector)[T.3122]      ,-0.9322  ,0.5280   ,-1.7656,0.0775 ,-1.9670 ,0.1026  
C(sector)[T.3131]      ,-0.9448  ,0.5270   ,-1.7927,0.0730 ,-1.9777 ,0.0881  
C(sector)[T.3132]      ,-0.9473  ,0.5266   ,-1.7989,0.0720 ,-1.9794 ,0.0848  
C(sector)[T.3133]      ,-0.9346  ,0.5268   ,-1.7740,0.0761 ,-1.9672 ,0.0980  
C(sector)[T.3141]      ,-0.9241  ,0.5261   ,-1.7564,0.0790 ,-1.9553 ,0.1071  
C(sector)[T.3149]      ,-0.9208  ,0.5284   ,-1.7428,0.0814 ,-1.9564 ,0.1147  
C(sector)[T.3151]      ,-0.9539  ,0.5244   ,-1.8192,0.0689 ,-1.9817 ,0.0738  
C(sector)[T.3152]      ,-0.9634  ,0.5261   ,-1.8314,0.0670 ,-1.9945 ,0.0676  
C(sector)[T.3159]      ,-0.9480  ,0.5254   ,-1.8043,0.0712 ,-1.9777 ,0.0818  
C(sector)[T.3161]      ,-0.9405  ,0.5266   ,-1.7861,0.0741 ,-1.9725 ,0.0916  
C(sector)[T.3162]      ,-0.9637  ,0.5265   ,-1.8304,0.0672 ,-1.9955 ,0.0682  
C(sector)[T.3169]      ,-0.9293  ,0.5268   ,-1.7641,0.0777 ,-1.9619 ,0.1032  
C(sector)[T.3211]      ,-0.9119  ,0.5269   ,-1.7306,0.0835 ,-1.9447 ,0.1208  
C(sector)[T.3212]      ,-0.9097  ,0.5282   ,-1.7220,0.0851 ,-1.9450 ,0.1257  
C(sector)[T.3219]      ,-0.9029  ,0.5280   ,-1.7099,0.0873 ,-1.9378 ,0.1320  
C(sector)[T.3221]      ,-0.9226  ,0.5283   ,-1.7463,0.0808 ,-1.9580 ,0.1129  
C(sector)[T.3222]      ,-0.9124  ,0.5273   ,-1.7302,0.0836 ,-1.9459 ,0.1211  
C(sector)[T.3231]      ,-0.9167  ,0.5266   ,-1.7406,0.0818 ,-1.9489 ,0.1155  
C(sector)[T.3241]      ,-0.9228  ,0.5273   ,-1.7501,0.0801 ,-1.9563 ,0.1107  
C(sector)[T.3251]      ,-0.9100  ,0.5285   ,-1.7217,0.0851 ,-1.9459 ,0.1259  
C(sector)[T.3252]      ,-0.9112  ,0.5308   ,-1.7166,0.0861 ,-1.9516 ,0.1292  
C(sector)[T.3253]      ,-0.9111  ,0.5282   ,-1.7249,0.0845 ,-1.9463 ,0.1241  
C(sector)[T.3254]      ,-0.8866  ,0.5292   ,-1.6753,0.0939 ,-1.9238 ,0.1507  
C(sector)[T.3255]      ,-0.9092  ,0.5276   ,-1.7232,0.0849 ,-1.9433 ,0.1249  
C(sector)[T.3256]      ,-0.9085  ,0.5280   ,-1.7208,0.0853 ,-1.9433 ,0.1263  
C(sector)[T.3259]      ,-0.9151  ,0.5279   ,-1.7335,0.0830 ,-1.9497 ,0.1195  
C(sector)[T.3261]      ,-0.8983  ,0.5277   ,-1.7024,0.0887 ,-1.9326 ,0.1359  
C(sector)[T.3262]      ,-0.9100  ,0.5272   ,-1.7260,0.0843 ,-1.9434 ,0.1233  
C(sector)[T.3271]      ,-0.9212  ,0.5274   ,-1.7469,0.0807 ,-1.9548 ,0.1124  
C(sector)[T.3272]      ,-0.9155  ,0.5278   ,-1.7345,0.0828 ,-1.9501 ,0.1190  
C(sector)[T.3273]      ,-0.9022  ,0.5270   ,-1.7121,0.0869 ,-1.9351 ,0.1306  
C(sector)[T.3274]      ,-0.9067  ,0.5272   ,-1.7197,0.0855 ,-1.9400 ,0.1267  
C(sector)[T.3279]      ,-0.9034  ,0.5291   ,-1.7072,0.0878 ,-1.9405 ,0.1337  
C(sector)[T.3311]      ,-0.9098  ,0.5290   ,-1.7199,0.0854 ,-1.9465 ,0.1270  
C(sector)[T.3312]      ,-0.9109  ,0.5281   ,-1.7249,0.0846 ,-1.9460 ,0.1242  
C(sector)[T.3313]      ,-0.9207  ,0.5281   ,-1.7434,0.0813 ,-1.9558 ,0.1144  
C(sector)[T.3314]      ,-0.9156  ,0.5282   ,-1.7335,0.0830 ,-1.9508 ,0.1196  
C(sector)[T.3315]      ,-0.9153  ,0.5270   ,-1.7370,0.0824 ,-1.9482 ,0.1175  
C(sector)[T.3321]      ,-0.9065  ,0.5271   ,-1.7198,0.0855 ,-1.9396 ,0.1266  
C(sector)[T.3322]      ,-0.9210  ,0.5280   ,-1.7445,0.0811 ,-1.9558 ,0.1138  
C(sector)[T.3323]      ,-0.9014  ,0.5287   ,-1.7051,0.0882 ,-1.9376 ,0.1347  
C(sector)[T.3324]      ,-0.9145  ,0.5275   ,-1.7337,0.0830 ,-1.9483 ,0.1193  
C(sector)[T.3325]      ,-0.9260  ,0.5268   ,-1.7578,0.0788 ,-1.9584 ,0.1065  
C(sector)[T.3326]      ,-0.9076  ,0.5273   ,-1.7212,0.0852 ,-1.9412 ,0.1259  
C(sector)[T.3327]      ,-0.8971  ,0.5284   ,-1.6978,0.0896 ,-1.9328 ,0.1386  
C(sector)[T.3328]      ,-0.9015  ,0.5280   ,-1.7073,0.0878 ,-1.9364 ,0.1334  
C(sector)[T.3329]      ,-0.9077  ,0.5279   ,-1.7195,0.0855 ,-1.9422 ,0.1269  
C(sector)[T.3331]      ,-0.9059  ,0.5278   ,-1.7163,0.0861 ,-1.9403 ,0.1286  
C(sector)[T.3332]      ,-0.9142  ,0.5276   ,-1.7329,0.0831 ,-1.9482 ,0.1198  
C(sector)[T.3333]      ,-0.9157  ,0.5276   ,-1.7356,0.0826 ,-1.9498 ,0.1184  
C(sector)[T.3334]      ,-0.9080  ,0.5278   ,-1.7203,0.0854 ,-1.9426 ,0.1265  
C(sector)[T.3335]      ,-0.9104  ,0.5272   ,-1.7268,0.0842 ,-1.9438 ,0.1229  
C(sector)[T.3336]      ,-0.9130  ,0.5284   ,-1.7279,0.0840 ,-1.9485 ,0.1226  
C(sector)[T.3339]      ,-0.9070  ,0.5281   ,-1.7173,0.0859 ,-1.9421 ,0.1282  
C(sector)[T.3341]      ,-0.9480  ,0.5270   ,-1.7989,0.0720 ,-1.9809 ,0.0849  
C(sector)[T.3342]      ,-0.9328  ,0.5279   ,-1.7670,0.0772 ,-1.9675 ,0.1019  
C(sector)[T.3343]      ,-0.9269  ,0.5286   ,-1.7535,0.0795 ,-1.9630 ,0.1091  
C(sector)[T.3344]      ,-0.9202  ,0.5276   ,-1.7441,0.0811 ,-1.9544 ,0.1139  
C(sector)[T.3345]      ,-0.9187  ,0.5281   ,-1.7395,0.0820 ,-1.9538 ,0.1165  
C(sector)[T.3346]      ,-0.9256  ,0.5278   ,-1.7538,0.0795 ,-1.9600 ,0.1088  
C(sector)[T.3351]      ,-0.9211  ,0.5277   ,-1.7455,0.0809 ,-1.9554 ,0.1132  
C(sector)[T.3352]      ,-0.9201  ,0.5272   ,-1.7453,0.0809 ,-1.9535 ,0.1132  
C(sector)[T.3353]      ,-0.9205  ,0.5278   ,-1.7440,0.0812 ,-1.9551 ,0.1140  
C(sector)[T.3359]      ,-0.9124  ,0.5277   ,-1.7288,0.0838 ,-1.9467 ,0.1220  
C(sector)[T.3361]      ,-0.9030  ,0.5288   ,-1.7078,0.0877 ,-1.9394 ,0.1333  
C(sector)[T.3362]      ,-0.8924  ,0.5281   ,-1.6900,0.0910 ,-1.9274 ,0.1426  
C(sector)[T.3363]      ,-0.9075  ,0.5284   ,-1.7176,0.0859 ,-1.9430 ,0.1281  
C(sector)[T.3364]      ,-0.9168  ,0.5279   ,-1.7369,0.0824 ,-1.9514 ,0.1177  
