                     PanelOLS Estimation Summary                     
Dep. Variable:   ,estabs_exit     ,  R-squared:           ,0.0310    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.4598   
No. Observations:,2580            ,  R-squared (Within):  ,-0.5397   
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,-0.5104   
Time:            ,12:56:54        ,  Log-likelihood       ,-2.307e+04
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,236.49    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,151.76          ,  Distribution:        ,F(17,2515)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,223.00          ,  F-statistic (robust):,17.654    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,35              ,  Distribution:        ,F(17,2515)
Avg Obs:         ,73.714          ,                       ,          
Min Obs:         ,63.000          ,                       ,          
Max Obs:         ,83.000          ,                       ,          
                 ,                ,                       ,          
                                  Parameter Estimates                                   
                              ,Parameter ,Std. Err., T-stat,P-value, Lower CI , Upper CI
const                         ,-1.955e+04,9483.1   ,-2.0614,0.0394 ,-3.814e+04,-953.10  
L_0_chg_restriction_2_0       ,274.08    ,1562.0   ,0.1755 ,0.8607 ,-2788.8   ,3337.0   
L_0_entry_rate_whole          ,-7431.9   ,9093.8   ,-0.8172,0.4139 ,-2.526e+04,1.04e+04 
L_0_log_gdp                   ,23.202    ,1851.4   ,0.0125 ,0.9900 ,-3607.3   ,3653.7   
L_1_chg_restriction_2_0       ,-63.247   ,1413.0   ,-0.0448,0.9643 ,-2833.9   ,2707.4   
L_1_entry_rate_whole          ,82.018    ,1.12e+04 ,0.0073 ,0.9942 ,-2.187e+04,2.204e+04
L_1_log_gdp                   ,375.02    ,2453.2   ,0.1529 ,0.8785 ,-4435.5   ,5185.5   
L_2_chg_restriction_2_0       ,322.25    ,1460.4   ,0.2207 ,0.8254 ,-2541.5   ,3186.0   
L_2_entry_rate_whole          ,-2316.1   ,1.097e+04,-0.2112,0.8327 ,-2.382e+04,1.919e+04
L_2_log_gdp                   ,830.62    ,2443.8   ,0.3399 ,0.7340 ,-3961.5   ,5622.7   
L_3_chg_restriction_2_0       ,113.12    ,1439.6   ,0.0786 ,0.9374 ,-2709.8   ,2936.1   
L_3_entry_rate_whole          ,8176.2    ,1.042e+04,0.7850 ,0.4325 ,-1.225e+04,2.86e+04 
L_3_log_gdp                   ,442.98    ,2242.3   ,0.1976 ,0.8434 ,-3953.9   ,4839.8   
L_4_entry_rate_whole          ,-1197.0   ,8637.5   ,-0.1386,0.8898 ,-1.813e+04,1.574e+04
L_4_log_gdp                   ,393.11    ,1779.2   ,0.2209 ,0.8252 ,-3095.7   ,3882.0   
cross                         ,10.364    ,63.850   ,0.1623 ,0.8711 ,-114.84   ,135.57   
large_firm                    ,-1861.6   ,702.01   ,-2.6519,0.0081 ,-3238.2   ,-485.05  
pre_cohort_log_restriction_2_0,928.77    ,644.95   ,1.4401 ,0.1500 ,-335.91   ,2193.4   

F-test for Poolability: 26.417
P-value: 0.0000
Distribution: F(47,2515)

Included effects: Entity, Time
