                      PanelOLS Estimation Summary                      
Dep. Variable:   ,estabs_entry_rate,  R-squared:           ,0.4823     
Estimator:       ,PanelOLS         ,  R-squared (Between): ,-0.6070    
No. Observations:,34829            ,  R-squared (Within):  ,0.4314     
Date:            ,Wed, Jul 13 2022 ,  R-squared (Overall): ,0.3050     
Time:            ,09:52:40         ,  Log-likelihood       ,-6.325e+04 
Cov. Estimator:  ,Robust           ,                       ,           
                 ,                 ,  F-statistic:         ,9165.2     
Entities:        ,262              ,  P-value              ,0.0000     
Avg Obs:         ,132.94           ,  Distribution:        ,F(11,34535)
Min Obs:         ,0.0000           ,                       ,           
Max Obs:         ,185.00           ,  F-statistic (robust):,1552.1     
                 ,                 ,  P-value              ,0.0000     
Time periods:    ,41               ,  Distribution:        ,F(11,34535)
Avg Obs:         ,849.49           ,                       ,           
Min Obs:         ,176.00           ,                       ,           
Max Obs:         ,974.00           ,                       ,           
                 ,                 ,                       ,           
                             Parameter Estimates                             
                       ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.1.0],-0.8593  ,1.2021   ,-0.7149,0.4747 ,-3.2155 ,1.4968  
C(age_grp_dummy)[T.2.0],2.4109   ,1.1998   ,2.0094 ,0.0445 ,0.0592  ,4.7625  
C(age_grp_dummy)[T.3.0],2.5975   ,1.1987   ,2.1669 ,0.0303 ,0.2479  ,4.9470  
C(age_grp_dummy)[T.4.0],2.6339   ,1.1986   ,2.1974 ,0.0280 ,0.2845  ,4.9833  
C(age_grp_dummy)[T.5.0],2.5978   ,1.1965   ,2.1713 ,0.0299 ,0.2527  ,4.9429  
L_0_entry_rate_whole   ,5.0287   ,0.8619   ,5.8346 ,0.0000 ,3.3394  ,6.7180  
L_0_log_gdp            ,0.4516   ,0.2518   ,1.7937 ,0.0729 ,-0.0419 ,0.9451  
L_0_log_restriction_2_0,0.1285   ,0.2346   ,0.5478 ,0.5838 ,-0.3313 ,0.5883  
avg_entry_rate_whole   ,-2.7157  ,0.7770   ,-3.4951,0.0005 ,-4.2387 ,-1.1928 
avg_log_gdp            ,0.4038   ,0.2484   ,1.6256 ,0.1041 ,-0.0831 ,0.8908  
avg_log_restriction_2_0,-0.4194  ,0.2537   ,-1.6528,0.0984 ,-0.9167 ,0.0780  
log_emp_cohort         ,-0.0867  ,0.0409   ,-2.1215,0.0339 ,-0.1669 ,-0.0066 

F-test for Poolability: 33.200
P-value: 0.0000
Distribution: F(282,34535)

Included effects: Entity, Time
