                     PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.0121    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-1.6737   
No. Observations:,5824            ,  R-squared (Within):  ,-0.0420   
Date:            ,Thu, Jun 02 2022,  R-squared (Overall): ,-0.1267   
Time:            ,13:50:51        ,  Log-likelihood       ,8016.2    
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,3.9279    
Entities:        ,21              ,  P-value              ,0.0000    
Avg Obs:         ,277.33          ,  Distribution:        ,F(18,5759)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,760.00          ,  F-statistic (robust):,3.0550    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,34              ,  Distribution:        ,F(18,5759)
Avg Obs:         ,171.29          ,                       ,          
Min Obs:         ,137.00          ,                       ,          
Max Obs:         ,306.00          ,                       ,          
                 ,                ,                       ,          
                             Parameter Estimates                             
                       ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                  ,-0.0336  ,0.1129   ,-0.2980,0.7657 ,-0.2550 ,0.1877  
L_0_entry_rate_whole   ,-0.0505  ,0.1758   ,-0.2874,0.7738 ,-0.3950 ,0.2940  
L_0_log_gdp            ,-0.0443  ,0.0634   ,-0.6994,0.4843 ,-0.1686 ,0.0799  
L_0_log_restriction_2_0,0.0393   ,0.0151   ,2.6045 ,0.0092 ,0.0097  ,0.0689  
L_1_entry_rate_whole   ,-0.0883  ,0.2353   ,-0.3752,0.7075 ,-0.5496 ,0.3730  
L_1_log_gdp            ,0.0193   ,0.0705   ,0.2743 ,0.7839 ,-0.1189 ,0.1576  
L_1_log_restriction_2_0,-0.0221  ,0.0200   ,-1.1085,0.2677 ,-0.0613 ,0.0170  
L_2_entry_rate_whole   ,0.1147   ,0.2338   ,0.4906 ,0.6237 ,-0.3436 ,0.5729  
L_2_log_gdp            ,0.0441   ,0.0433   ,1.0184 ,0.3085 ,-0.0407 ,0.1288  
L_2_log_restriction_2_0,0.0304   ,0.0172   ,1.7650 ,0.0776 ,-0.0034 ,0.0642  
L_3_entry_rate_whole   ,-0.0558  ,0.2251   ,-0.2480,0.8041 ,-0.4971 ,0.3854  
L_3_log_gdp            ,-0.0139  ,0.0499   ,-0.2784,0.7807 ,-0.1116 ,0.0839  
L_3_log_restriction_2_0,-0.0298  ,0.0195   ,-1.5244,0.1275 ,-0.0681 ,0.0085  
L_4_entry_rate_whole   ,0.1314   ,0.2112   ,0.6219 ,0.5340 ,-0.2828 ,0.5455  
L_4_log_gdp            ,-0.0187  ,0.0547   ,-0.3416,0.7327 ,-0.1260 ,0.0886  
L_4_log_restriction_2_0,-0.0027  ,0.0216   ,-0.1266,0.8993 ,-0.0451 ,0.0397  
L_5_entry_rate_whole   ,0.1502   ,0.1322   ,1.1357 ,0.2561 ,-0.1091 ,0.4094  
L_5_log_gdp            ,0.0391   ,0.0316   ,1.2387 ,0.2155 ,-0.0228 ,0.1010  
L_5_log_restriction_2_0,-0.0177  ,0.0156   ,-1.1356,0.2562 ,-0.0482 ,0.0128  

F-test for Poolability: 6.6424
P-value: 0.0000
Distribution: F(46,5759)

Included effects: Entity, Time
