                      PanelOLS Estimation Summary                      
Dep. Variable:   ,log_emp         ,  R-squared:           ,0.1183      
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.0339      
No. Observations:,237087          ,  R-squared (Within):  ,0.2555      
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,0.0629      
Time:            ,12:33:26        ,  Log-likelihood       ,-4.283e+04  
Cov. Estimator:  ,Clustered       ,                       ,            
                 ,                ,  F-statistic:         ,1.537e+07   
Entities:        ,277             ,  P-value              ,0.0000      
Avg Obs:         ,855.91          ,  Distribution:        ,F(10,236929)
Min Obs:         ,0.0000          ,                       ,            
Max Obs:         ,2240.0          ,  F-statistic (robust):,3.167e+05   
                 ,                ,  P-value              ,0.0000      
Time periods:    ,43              ,  Distribution:        ,F(10,236929)
Avg Obs:         ,5513.7          ,                       ,            
Min Obs:         ,0.0000          ,                       ,            
Max Obs:         ,7680.0          ,                       ,            
                 ,                ,                       ,            
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.0.0]       ,9.2989   ,0.4686   ,19.845 ,0.0000 ,8.3805  ,10.217  
C(age_grp_dummy)[T.1.0]       ,9.2919   ,0.4709   ,19.731 ,0.0000 ,8.3689  ,10.215  
C(age_grp_dummy)[T.2.0]       ,9.2703   ,0.4738   ,19.566 ,0.0000 ,8.3417  ,10.199  
C(age_grp_dummy)[T.3.0]       ,9.2473   ,0.4763   ,19.417 ,0.0000 ,8.3138  ,10.181  
C(age_grp_dummy)[T.4.0]       ,9.2279   ,0.4787   ,19.277 ,0.0000 ,8.2897  ,10.166  
C(age_grp_dummy)[T.5.0]       ,9.2084   ,0.4812   ,19.138 ,0.0000 ,8.2653  ,10.151  
chg_restriction_2_0_4         ,-0.0622  ,0.0591   ,-1.0535,0.2921 ,-0.1780 ,0.0535  
entry_rate_whole              ,2.3337   ,0.5069   ,4.6036 ,0.0000 ,1.3402  ,3.3273  
entry_rate_whole_pre_cohort   ,2.1033   ,0.4862   ,4.3264 ,0.0000 ,1.1504  ,3.0562  
log_emp_pre_cohort            ,0.0242   ,0.0063   ,3.8285 ,0.0001 ,0.0118  ,0.0366  
log_restriction_2_4_pre_cohort,-0.0411  ,0.0601   ,-0.6827,0.4948 ,-0.1589 ,0.0768  

F-test for Poolability: 9780.8
P-value: 0.0000
Distribution: F(147,236929)

Included effects: Entity, Time
