,age,Coef,lower_ci,upper_ci
0,1,-8.2184476416414,-16.57659673254112,0.13970144925831995
1,2,-0.17186294153220052,-6.41644267314635,6.072716790081949
2,3,-0.4649629520155261,-7.333388435099496,6.4034625310684445
3,4,0.6598161640436471,-6.494573738291511,7.814206066378806
4,5,3.996715310643536,-1.615542930630892,9.608973551917963
