                     PanelOLS Estimation Summary                     
Dep. Variable:   ,log_avg_emp     ,  R-squared:           ,0.0632    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.1777   
No. Observations:,8285            ,  R-squared (Within):  ,-0.8637   
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,-0.2892   
Time:            ,14:28:10        ,  Log-likelihood       ,1589.9    
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,2.73e+04  
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,31.622          ,  Distribution:        ,F(15,7993)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,35.000          ,  F-statistic (robust):,2.566e+14 
                 ,                ,  P-value              ,0.0000    
Time periods:    ,35              ,  Distribution:        ,F(15,7993)
Avg Obs:         ,236.71          ,                       ,          
Min Obs:         ,232.00          ,                       ,          
Max Obs:         ,239.00          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.6148  ,1.6148   ,-0.3807,0.7034 ,-3.7802 ,2.5506  
L_0_chg_restriction_2_0       ,0.2623   ,0.0945   ,2.7746 ,0.0055 ,0.0770  ,0.4476  
L_0_entry_rate_whole          ,0.9233   ,0.4480   ,2.0610 ,0.0393 ,0.0451  ,1.8014  
L_0_log_gdp                   ,0.3361   ,0.1252   ,2.6845 ,0.0073 ,0.0907  ,0.5815  
L_1_chg_restriction_2_0       ,0.3703   ,0.1634   ,2.2657 ,0.0235 ,0.0499  ,0.6907  
L_1_entry_rate_whole          ,-0.1677  ,0.1532   ,-1.0945,0.2738 ,-0.4680 ,0.1326  
L_1_log_gdp                   ,-0.0828  ,0.1254   ,-0.6605,0.5089 ,-0.3286 ,0.1630  
L_2_chg_restriction_2_0       ,0.1612   ,0.1701   ,0.9478 ,0.3433 ,-0.1722 ,0.4946  
L_2_entry_rate_whole          ,0.1467   ,0.1354   ,1.0836 ,0.2786 ,-0.1187 ,0.4122  
L_2_log_gdp                   ,0.1142   ,0.1339   ,0.8528 ,0.3938 ,-0.1483 ,0.3767  
L_3_chg_restriction_2_0       ,0.2119   ,0.1311   ,1.6168 ,0.1060 ,-0.0450 ,0.4688  
L_3_entry_rate_whole          ,0.1564   ,0.2750   ,0.5687 ,0.5696 ,-0.3826 ,0.6954  
L_3_log_gdp                   ,-0.0439  ,0.0928   ,-0.4734,0.6359 ,-0.2258 ,0.1379  
L_4_entry_rate_whole          ,-0.1817  ,0.1519   ,-1.1956,0.2319 ,-0.4795 ,0.1162  
L_4_log_gdp                   ,0.0339   ,0.0939   ,0.3606 ,0.7184 ,-0.1502 ,0.2179  
pre_cohort_log_restriction_2_0,0.0304   ,0.1082   ,0.2805 ,0.7791 ,-0.1818 ,0.2425  

F-test for Poolability: 183.35
P-value: 0.0000
Distribution: F(276,7993)

Included effects: Entity, Time
