                     PanelOLS Estimation Summary                     
Dep. Variable:   ,per_emp_chg     ,  R-squared:           ,0.3064    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-3.3406   
No. Observations:,3019            ,  R-squared (Within):  ,0.3711    
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,0.1944    
Time:            ,14:29:55        ,  Log-likelihood       ,3106.1    
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,76.614    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,177.59          ,  Distribution:        ,F(17,2954)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,267.00          ,  F-statistic (robust):,34.174    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,35              ,  Distribution:        ,F(17,2954)
Avg Obs:         ,86.257          ,                       ,          
Min Obs:         ,77.000          ,                       ,          
Max Obs:         ,98.000          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.7950  ,0.2922   ,-2.7205,0.0066 ,-1.3681 ,-0.2220 
L_0_chg_restriction_2_0       ,0.0135   ,0.0546   ,0.2472 ,0.8048 ,-0.0936 ,0.1207  
L_0_entry_rate_whole          ,-6.3188  ,0.5132   ,-12.313,0.0000 ,-7.3250 ,-5.3125 
L_0_log_gdp                   ,-0.1255  ,0.0646   ,-1.9422,0.0522 ,-0.2522 ,0.0012  
L_1_chg_restriction_2_0       ,-0.0790  ,0.0511   ,-1.5465,0.1221 ,-0.1793 ,0.0212  
L_1_entry_rate_whole          ,0.2757   ,0.5590   ,0.4933 ,0.6218 ,-0.8202 ,1.3717  
L_1_log_gdp                   ,0.1816   ,0.0850   ,2.1370 ,0.0327 ,0.0150  ,0.3481  
L_2_chg_restriction_2_0       ,0.0057   ,0.0484   ,0.1167 ,0.9071 ,-0.0893 ,0.1006  
L_2_entry_rate_whole          ,-0.2940  ,0.4438   ,-0.6625,0.5077 ,-1.1643 ,0.5762  
L_2_log_gdp                   ,0.0269   ,0.0856   ,0.3142 ,0.7534 ,-0.1409 ,0.1947  
L_3_chg_restriction_2_0       ,0.0340   ,0.0530   ,0.6428 ,0.5204 ,-0.0698 ,0.1379  
L_3_entry_rate_whole          ,4.8874   ,0.4359   ,11.211 ,0.0000 ,4.0326  ,5.7422  
L_3_log_gdp                   ,0.1430   ,0.0880   ,1.6255 ,0.1042 ,-0.0295 ,0.3155  
L_4_entry_rate_whole          ,0.3609   ,0.3550   ,1.0165 ,0.3095 ,-0.3352 ,1.0569  
L_4_log_gdp                   ,-0.1418  ,0.0677   ,-2.0957,0.0362 ,-0.2745 ,-0.0091 
cross                         ,0.0843   ,0.0323   ,2.6083 ,0.0091 ,0.0209  ,0.1477  
large_firm                    ,-1.1343  ,0.3568   ,-3.1789,0.0015 ,-1.8340 ,-0.4347 
pre_cohort_log_restriction_2_0,0.0356   ,0.0240   ,1.4841 ,0.1379 ,-0.0114 ,0.0827  

F-test for Poolability: 17.346
P-value: 0.0000
Distribution: F(47,2954)

Included effects: Entity, Time
