                     PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.0217    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.0924    
No. Observations:,5914            ,  R-squared (Within):  ,0.0174    
Date:            ,Sun, Jun 19 2022,  R-squared (Overall): ,0.0368    
Time:            ,15:34:55        ,  Log-likelihood       ,7239.8    
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,7.9151    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,22.573          ,  Distribution:        ,F(16,5702)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,40.000          ,  F-statistic (robust):,1.068e+14 
                 ,                ,  P-value              ,0.0000    
Time periods:    ,34              ,  Distribution:        ,F(16,5702)
Avg Obs:         ,173.94          ,                       ,          
Min Obs:         ,143.00          ,                       ,          
Max Obs:         ,304.00          ,                       ,          
                 ,                ,                       ,          
                              Parameter Estimates                              
                       ,Parameter,Std. Err., T-stat,P-value, Lower CI ,Upper CI
const                  ,0.2647   ,0.1538   ,1.7214 ,0.0852 ,-0.0367   ,0.5661  
L_0_entry_rate_whole   ,0.2138   ,0.1253   ,1.7068 ,0.0879 ,-0.0318   ,0.4593  
L_0_log_gdp            ,-0.0161  ,0.0290   ,-0.5555,0.5786 ,-0.0729   ,0.0407  
L_0_log_restriction_2_0,0.0259   ,0.0182   ,1.4245 ,0.1544 ,-0.0098   ,0.0616  
L_1_entry_rate_whole   ,-0.2384  ,0.1554   ,-1.5344,0.1250 ,-0.5429   ,0.0662  
L_1_log_gdp            ,-0.0731  ,0.0272   ,-2.6878,0.0072 ,-0.1265   ,-0.0198 
L_1_log_restriction_2_0,0.0509   ,0.0334   ,1.5237 ,0.1276 ,-0.0146   ,0.1164  
L_2_entry_rate_whole   ,0.0656   ,0.0408   ,1.6082 ,0.1079 ,-0.0144   ,0.1455  
L_2_log_gdp            ,0.0134   ,0.0353   ,0.3791 ,0.7046 ,-0.0558   ,0.0825  
L_2_log_restriction_2_0,-0.0428  ,0.0276   ,-1.5480,0.1217 ,-0.0970   ,0.0114  
L_3_entry_rate_whole   ,0.0020   ,0.0394   ,0.0514 ,0.9590 ,-0.0753   ,0.0793  
L_3_log_gdp            ,0.0543   ,0.0230   ,2.3571 ,0.0184 ,0.0091    ,0.0994  
L_3_log_restriction_2_0,0.0001   ,0.0322   ,0.0034 ,0.9973 ,-0.0629   ,0.0631  
L_4_entry_rate_whole   ,0.0417   ,0.0213   ,1.9589 ,0.0502 ,-3.232e-05,0.0835  
L_4_log_gdp            ,0.0213   ,0.0226   ,0.9416 ,0.3464 ,-0.0230   ,0.0656  
L_4_log_restriction_2_0,-0.0392  ,0.0332   ,-1.1810,0.2376 ,-0.1043   ,0.0259  
log_emp_cohort         ,-0.0100  ,0.0019   ,-5.1277,0.0000 ,-0.0138   ,-0.0062 

F-test for Poolability: 6.2306
P-value: 0.0000
Distribution: F(195,5702)

Included effects: Entity, Time
