                       PanelOLS Estimation Summary                       
Dep. Variable:   ,job_destruction_rate,  R-squared:           ,0.0277    
Estimator:       ,PanelOLS            ,  R-squared (Between): ,-0.2762   
No. Observations:,3185                ,  R-squared (Within):  ,-0.2064   
Date:            ,Wed, Aug 10 2022    ,  R-squared (Overall): ,-0.2214   
Time:            ,16:24:28            ,  Log-likelihood       ,3631.2    
Cov. Estimator:  ,Robust              ,                       ,          
                 ,                    ,  F-statistic:         ,3295.4    
Entities:        ,17                  ,  P-value              ,0.0000    
Avg Obs:         ,187.35              ,  Distribution:        ,F(14,3120)
Min Obs:         ,0.0000              ,                       ,          
Max Obs:         ,277.00              ,  F-statistic (robust):,14.042    
                 ,                    ,  P-value              ,0.0000    
Time periods:    ,38                  ,  Distribution:        ,F(14,3120)
Avg Obs:         ,83.816              ,                       ,          
Min Obs:         ,74.000              ,                       ,          
Max Obs:         ,100.000             ,                       ,          
                 ,                    ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.1985  ,0.2766   ,-0.7177,0.4730 ,-0.7408 ,0.3438  
L_0_chg_log_restriction_2_0   ,0.0145   ,0.0463   ,0.3132 ,0.7542 ,-0.0763 ,0.1053  
L_0_entry_rate_whole          ,-0.4455  ,0.4070   ,-1.0945,0.2738 ,-1.2436 ,0.3526  
L_0_log_gdp                   ,-0.1456  ,0.0645   ,-2.2588,0.0240 ,-0.2721 ,-0.0192 
L_1_chg_log_restriction_2_0   ,0.0232   ,0.0437   ,0.5321 ,0.5947 ,-0.0624 ,0.1088  
L_1_entry_rate_whole          ,0.3830   ,0.5184   ,0.7387 ,0.4601 ,-0.6335 ,1.3994  
L_1_log_gdp                   ,-0.0446  ,0.0781   ,-0.5711,0.5680 ,-0.1977 ,0.1085  
L_2_chg_log_restriction_2_0   ,0.0066   ,0.0431   ,0.1524 ,0.8789 ,-0.0780 ,0.0911  
L_2_entry_rate_whole          ,0.6272   ,0.5172   ,1.2128 ,0.2253 ,-0.3868 ,1.6412  
L_2_log_gdp                   ,0.1276   ,0.0803   ,1.5890 ,0.1122 ,-0.0298 ,0.2850  
L_3_entry_rate_whole          ,-0.1074  ,0.3656   ,-0.2937,0.7690 ,-0.8241 ,0.6094  
L_3_log_gdp                   ,0.0979   ,0.0611   ,1.6018 ,0.1093 ,-0.0219 ,0.2178  
cross                         ,-0.0200  ,0.0099   ,-2.0201,0.0435 ,-0.0394 ,-0.0006 
large_firm                    ,0.0952   ,0.1069   ,0.8904 ,0.3733 ,-0.1144 ,0.3047  
pre_cohort_log_restriction_2_0,0.0269   ,0.0203   ,1.3228 ,0.1860 ,-0.0130 ,0.0667  

F-test for Poolability: 9.5229
P-value: 0.0000
Distribution: F(50,3120)

Included effects: Entity, Time
