,age,Coef,lower_ci,upper_ci
0,1,-0.020417252696438046,-0.10141350736434238,0.06057900197146629
1,2,-0.07280336578701269,-0.1246916429345961,-0.020915088639429272
2,3,-0.08329157628695812,-0.15000986053664062,-0.01657329203727563
3,4,-0.04839800137217086,-0.09678031409225722,-1.5688652084497323e-05
4,5,-0.021759086183692027,-0.04246762669116285,-0.001050545676221204
