                     PanelOLS Estimation Summary                     
Dep. Variable:   ,estabs_exit     ,  R-squared:           ,0.2399    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.4412   
No. Observations:,6624            ,  R-squared (Within):  ,-1.1845   
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,-0.5590   
Time:            ,12:56:49        ,  Log-likelihood       ,-3.951e+04
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,2415.9    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,25.282          ,  Distribution:        ,F(16,6336)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,31.000          ,  F-statistic (robust):,-1.341e+13
                 ,                ,  P-value              ,1.0000    
Time periods:    ,33              ,  Distribution:        ,F(16,6336)
Avg Obs:         ,200.73          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,226.00          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-1448.4  ,663.79   ,-2.1820,0.0291 ,-2749.7 ,-147.17 
L_0_entry_rate_whole          ,-1175.0  ,591.27   ,-1.9873,0.0469 ,-2334.1 ,-15.937 
L_0_log_gdp                   ,-14.469  ,64.976   ,-0.2227,0.8238 ,-141.84 ,112.91  
L_1_entry_rate_whole          ,140.58   ,319.77   ,0.4396 ,0.6602 ,-486.27 ,767.42  
L_1_log_gdp                   ,132.15   ,70.231   ,1.8816 ,0.0599 ,-5.5278 ,269.82  
L_2_entry_rate_whole          ,-297.60  ,128.09   ,-2.3235,0.0202 ,-548.69 ,-46.511 
L_2_log_gdp                   ,-16.465  ,38.970   ,-0.4225,0.6727 ,-92.859 ,59.928  
L_3_entry_rate_whole          ,-97.632  ,35.717   ,-2.7335,0.0063 ,-167.65 ,-27.614 
L_3_log_gdp                   ,109.95   ,49.429   ,2.2244 ,0.0262 ,13.055  ,206.85  
L_4_entry_rate_whole          ,-173.98  ,102.14   ,-1.7034,0.0885 ,-374.21 ,26.246  
L_4_log_gdp                   ,-61.980  ,57.303   ,-1.0816,0.2795 ,-174.31 ,50.353  
L_5_entry_rate_whole          ,504.55   ,77.148   ,6.5400 ,0.0000 ,353.32  ,655.79  
L_5_log_gdp                   ,140.32   ,101.72   ,1.3794 ,0.1678 ,-59.092 ,339.73  
L_6_entry_rate_whole          ,-310.52  ,42.039   ,-7.3866,0.0000 ,-392.94 ,-228.11 
L_6_log_gdp                   ,-77.380  ,110.48   ,-0.7004,0.4837 ,-293.95 ,139.19  
full_chg_restriction_2_0      ,133.72   ,280.50   ,0.4767 ,0.6336 ,-416.14 ,683.59  
pre_cohort_log_restriction_2_0,63.153   ,53.049   ,1.1905 ,0.2339 ,-40.841 ,167.15  

F-test for Poolability: 160.83
P-value: 0.0000
Distribution: F(271,6336)

Included effects: Entity, Time
