                        PanelOLS Estimation Summary                         
Dep. Variable:   ,job_creation_continuers,  R-squared:           ,0.0529    
Estimator:       ,PanelOLS               ,  R-squared (Between): ,-0.0095   
No. Observations:,6738                   ,  R-squared (Within):  ,-0.2400   
Date:            ,Sun, Jun 19 2022       ,  R-squared (Overall): ,-0.0537   
Time:            ,15:36:03               ,  Log-likelihood       ,-5.941e+04
Cov. Estimator:  ,Clustered              ,                       ,          
                 ,                       ,  F-statistic:         ,36.461    
Entities:        ,262                    ,  P-value              ,0.0000    
Avg Obs:         ,25.718                 ,  Distribution:        ,F(10,6528)
Min Obs:         ,0.0000                 ,                       ,          
Max Obs:         ,42.000                 ,  F-statistic (robust):,6.9847    
                 ,                       ,  P-value              ,0.0000    
Time periods:    ,36                     ,  Distribution:        ,F(10,6528)
Avg Obs:         ,187.17                 ,                       ,          
Min Obs:         ,159.00                 ,                       ,          
Max Obs:         ,326.00                 ,                       ,          
                 ,                       ,                       ,          
                              Parameter Estimates                               
                       ,Parameter ,Std. Err., T-stat,P-value, Lower CI ,Upper CI
const                  ,-2.297e+04,9598.2   ,-2.3932,0.0167 ,-4.179e+04,-4154.7 
L_0_entry_rate_whole   ,-2299.1   ,1418.2   ,-1.6211,0.1050 ,-5079.3   ,481.04  
L_0_log_gdp            ,1407.5    ,754.80   ,1.8647 ,0.0623 ,-72.176   ,2887.1  
L_0_log_restriction_2_0,-190.69   ,659.17   ,-0.2893,0.7724 ,-1482.9   ,1101.5  
L_1_entry_rate_whole   ,562.33    ,487.92   ,1.1525 ,0.2492 ,-394.15   ,1518.8  
L_1_log_gdp            ,41.497    ,267.60   ,0.1551 ,0.8768 ,-483.08   ,566.07  
L_1_log_restriction_2_0,-416.21   ,561.03   ,-0.7419,0.4582 ,-1516.0   ,683.60  
L_2_entry_rate_whole   ,1732.1    ,752.94   ,2.3004 ,0.0215 ,256.05    ,3208.1  
L_2_log_gdp            ,-43.606   ,373.43   ,-0.1168,0.9070 ,-775.65   ,688.43  
L_2_log_restriction_2_0,1754.5    ,857.51   ,2.0461 ,0.0408 ,73.533    ,3435.5  
log_emp_cohort         ,514.12    ,166.85   ,3.0813 ,0.0021 ,187.03    ,841.20  

F-test for Poolability: 105.15
P-value: 0.0000
Distribution: F(199,6528)

Included effects: Entity, Time
