                     PanelOLS Estimation Summary                     
Dep. Variable:   ,per_emp_chg     ,  R-squared:           ,0.2784    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-1.3465   
No. Observations:,2917            ,  R-squared (Within):  ,0.4025    
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,0.2832    
Time:            ,14:30:02        ,  Log-likelihood       ,2666.4    
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,60.906    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,171.59          ,  Distribution:        ,F(18,2853)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,264.00          ,  F-statistic (robust):,25.295    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,34              ,  Distribution:        ,F(18,2853)
Avg Obs:         ,85.794          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,97.000          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.6651  ,0.3904   ,-1.7035,0.0886 ,-1.4307 ,0.1004  
L_0_entry_rate_whole          ,-6.2813  ,0.6068   ,-10.352,0.0000 ,-7.4711 ,-5.0916 
L_0_log_gdp                   ,-0.0347  ,0.0817   ,-0.4244,0.6713 ,-0.1949 ,0.1255  
L_1_entry_rate_whole          ,0.1212   ,0.6299   ,0.1924 ,0.8474 ,-1.1139 ,1.3563  
L_1_log_gdp                   ,0.0385   ,0.1000   ,0.3856 ,0.6998 ,-0.1574 ,0.2345  
L_2_entry_rate_whole          ,-0.4743  ,0.5520   ,-0.8593,0.3902 ,-1.5567 ,0.6080  
L_2_log_gdp                   ,0.0712   ,0.0994   ,0.7165 ,0.4737 ,-0.1237 ,0.2662  
L_3_entry_rate_whole          ,0.0178   ,0.6268   ,0.0284 ,0.9773 ,-1.2111 ,1.2468  
L_3_log_gdp                   ,0.0313   ,0.1066   ,0.2934 ,0.7692 ,-0.1777 ,0.2403  
L_4_entry_rate_whole          ,4.8860   ,0.5881   ,8.3078 ,0.0000 ,3.7328  ,6.0392  
L_4_log_gdp                   ,0.0687   ,0.1129   ,0.6082 ,0.5431 ,-0.1527 ,0.2900  
L_5_entry_rate_whole          ,0.2004   ,0.4182   ,0.4791 ,0.6319 ,-0.6197 ,1.0205  
L_5_log_gdp                   ,-0.0887  ,0.0848   ,-1.0463,0.2955 ,-0.2549 ,0.0775  
cross                         ,0.0933   ,0.0372   ,2.5074 ,0.0122 ,0.0203  ,0.1663  
curr_chg_restriction_2_0      ,0.0206   ,0.0682   ,0.3027 ,0.7621 ,-0.1131 ,0.1544  
enter_chg_restriction_2_0     ,-0.0114  ,0.0637   ,-0.1797,0.8574 ,-0.1363 ,0.1134  
large_firm                    ,-1.2538  ,0.4154   ,-3.0182,0.0026 ,-2.0684 ,-0.4393 
life_chg_restriction_2_0      ,-0.1388  ,0.1204   ,-1.1531,0.2490 ,-0.3748 ,0.0972  
pre_cohort_log_restriction_2_0,0.0263   ,0.0322   ,0.8171 ,0.4140 ,-0.0369 ,0.0895  

F-test for Poolability: 11.965
P-value: 0.0000
Distribution: F(45,2853)

Included effects: Entity, Time
