                       PanelOLS Estimation Summary                        
Dep. Variable:   ,job_destruction_rate,  R-squared:           ,0.2745     
Estimator:       ,PanelOLS            ,  R-squared (Between): ,-0.2845    
No. Observations:,195072              ,  R-squared (Within):  ,0.2151     
Date:            ,Thu, Jul 21 2022    ,  R-squared (Overall): ,0.1001     
Time:            ,12:59:59            ,  Log-likelihood       ,-6.315e+05 
Cov. Estimator:  ,Clustered           ,                       ,           
                 ,                    ,  F-statistic:         ,1.973e+05  
Entities:        ,277                 ,  P-value              ,0.0000     
Avg Obs:         ,704.23              ,  Distribution:        ,F(9,194916)
Min Obs:         ,0.0000              ,                       ,           
Max Obs:         ,1845.0              ,  F-statistic (robust):,1237.4     
                 ,                    ,  P-value              ,0.0000     
Time periods:    ,42                  ,  Distribution:        ,F(9,194916)
Avg Obs:         ,4644.6              ,                       ,           
Min Obs:         ,0.0000              ,                       ,           
Max Obs:         ,6400.0              ,                       ,           
                 ,                    ,                       ,           
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.1.0]       ,24.469   ,3.5400   ,6.9121 ,0.0000 ,17.530  ,31.407  
C(age_grp_dummy)[T.2.0]       ,19.699   ,3.6922   ,5.3353 ,0.0000 ,12.463  ,26.936  
C(age_grp_dummy)[T.3.0]       ,16.893   ,3.6143   ,4.6741 ,0.0000 ,9.8096  ,23.977  
C(age_grp_dummy)[T.4.0]       ,15.196   ,3.6207   ,4.1970 ,0.0000 ,8.0994  ,22.292  
C(age_grp_dummy)[T.5.0]       ,13.872   ,3.4723   ,3.9949 ,0.0001 ,7.0660  ,20.677  
chg_restriction_2_0_4         ,-0.1408  ,0.8156   ,-0.1726,0.8630 ,-1.7394 ,1.4579  
entry_rate_whole              ,-29.018  ,18.498   ,-1.5687,0.1167 ,-65.274 ,7.2371  
entry_rate_whole_pre_cohort   ,16.817   ,12.944   ,1.2992 ,0.1939 ,-8.5524 ,42.186  
log_emp_pre_cohort            ,0.0662   ,0.0328   ,2.0165 ,0.0437 ,0.0019  ,0.1305  
log_restriction_2_4_pre_cohort,0.6870   ,0.4118   ,1.6685 ,0.0952 ,-0.1200 ,1.4941  

F-test for Poolability: 457.88
P-value: 0.0000
Distribution: F(146,194916)

Included effects: Entity, Time
