                     PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.0288    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.2064   
No. Observations:,6428            ,  R-squared (Within):  ,0.0252    
Date:            ,Sun, Jun 19 2022,  R-squared (Overall): ,0.0231    
Time:            ,15:34:55        ,  Log-likelihood       ,5774.9    
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,18.421    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,24.534          ,  Distribution:        ,F(10,6218)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,42.000          ,  F-statistic (robust):,69.918    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,36              ,  Distribution:        ,F(10,6218)
Avg Obs:         ,178.56          ,                       ,          
Min Obs:         ,146.00          ,                       ,          
Max Obs:         ,314.00          ,                       ,          
                 ,                ,                       ,          
                             Parameter Estimates                             
                       ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                  ,0.4212   ,0.2430   ,1.7331 ,0.0831 ,-0.0552 ,0.8975  
L_0_entry_rate_whole   ,0.0599   ,0.1310   ,0.4572 ,0.6476 ,-0.1970 ,0.3168  
L_0_log_gdp            ,-0.1147  ,0.0320   ,-3.5774,0.0003 ,-0.1775 ,-0.0518 
L_0_log_restriction_2_0,0.0228   ,0.0280   ,0.8141 ,0.4156 ,-0.0321 ,0.0777  
L_1_entry_rate_whole   ,-0.2305  ,0.1286   ,-1.7932,0.0730 ,-0.4826 ,0.0215  
L_1_log_gdp            ,-0.0055  ,0.0298   ,-0.1864,0.8521 ,-0.0639 ,0.0528  
L_1_log_restriction_2_0,0.0700   ,0.0318   ,2.1981 ,0.0280 ,0.0076  ,0.1324  
L_2_entry_rate_whole   ,0.2521   ,0.0863   ,2.9199 ,0.0035 ,0.0828  ,0.4214  
L_2_log_gdp            ,0.1142   ,0.0284   ,4.0155 ,0.0001 ,0.0584  ,0.1699  
L_2_log_restriction_2_0,-0.0942  ,0.0335   ,-2.8101,0.0050 ,-0.1599 ,-0.0285 
log_emp_cohort         ,-0.0232  ,0.0034   ,-6.8704,0.0000 ,-0.0299 ,-0.0166 

F-test for Poolability: 6.0765
P-value: 0.0000
Distribution: F(199,6218)

Included effects: Entity, Time
