,age,Coef,lower_ci,upper_ci
0,1,-1.2028123344649262,-8.888345577284989,6.482720908355136
1,2,4.959100847910176,-1.7166582746879921,11.634859970508344
2,3,-1.0962300183004219,-4.56852525785898,2.376065221258136
3,4,5.8076494766041895,1.8890195046233296,9.72627944858505
4,5,-0.633531938192558,-3.5751450552296404,2.3080811788445246
