,age,Coef,lower_ci,upper_ci
0,1,1413.1358340048012,-743.9987179457091,3570.270385955311
1,2,1990.4171221132203,276.7671849482658,3704.067059278175
2,3,1661.1101803611746,26.012469385765144,3296.207891336584
3,4,1318.1197825957877,226.6526039210603,2409.586961270515
4,5,1415.5927591445259,62.83849888754412,2768.3470194015076
