                     PanelOLS Estimation Summary                     
Dep. Variable:   ,net_job_creation,  R-squared:           ,0.0394    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.5569   
No. Observations:,3067            ,  R-squared (Within):  ,-0.8452   
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,-0.7307   
Time:            ,12:34:33        ,  Log-likelihood       ,-3.007e+04
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,343.45    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,180.41          ,  Distribution:        ,F(14,3004)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,271.00          ,  F-statistic (robust):,20.075    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,36              ,  Distribution:        ,F(14,3004)
Avg Obs:         ,85.194          ,                       ,          
Min Obs:         ,75.000          ,                       ,          
Max Obs:         ,99.000          ,                       ,          
                 ,                ,                       ,          
                                  Parameter Estimates                                   
                              ,Parameter ,Std. Err., T-stat,P-value, Lower CI , Upper CI
const                         ,4.985e+04 ,2.109e+04,2.3639 ,0.0181 ,8501.8    ,9.12e+04 
L_0_chg_restriction_2_0       ,-2171.0   ,3696.1   ,-0.5874,0.5570 ,-9418.2   ,5076.1   
L_0_entry_rate_whole          ,2.665e+04 ,2.064e+04,1.2915 ,0.1966 ,-1.381e+04,6.712e+04
L_0_log_gdp                   ,4431.3    ,4214.4   ,1.0515 ,0.2931 ,-3832.0   ,1.269e+04
L_1_chg_restriction_2_0       ,-3552.6   ,3737.4   ,-0.9506,0.3419 ,-1.088e+04,3775.5   
L_1_entry_rate_whole          ,-165.59   ,2.785e+04,-0.0059,0.9953 ,-5.478e+04,5.445e+04
L_1_log_gdp                   ,-1433.1   ,5240.2   ,-0.2735,0.7845 ,-1.171e+04,8841.7   
L_2_chg_restriction_2_0       ,-3069.2   ,3731.4   ,-0.8225,0.4109 ,-1.039e+04,4247.3   
L_2_entry_rate_whole          ,-2.731e+04,2.736e+04,-0.9981,0.3183 ,-8.095e+04,2.634e+04
L_2_log_gdp                   ,-7315.9   ,5100.9   ,-1.4343,0.1516 ,-1.732e+04,2685.6   
L_3_entry_rate_whole          ,8119.6    ,1.973e+04,0.4116 ,0.6807 ,-3.056e+04,4.68e+04 
L_3_log_gdp                   ,-973.22   ,3844.9   ,-0.2531,0.8002 ,-8512.1   ,6565.7   
cross                         ,1080.5    ,271.55   ,3.9789 ,0.0001 ,548.03    ,1612.9   
large_firm                    ,-6754.8   ,3052.3   ,-2.2130,0.0270 ,-1.274e+04,-770.02  
pre_cohort_log_restriction_2_0,-2291.7   ,1385.1   ,-1.6545,0.0981 ,-5007.6   ,424.16   

F-test for Poolability: 45.912
P-value: 0.0000
Distribution: F(48,3004)

Included effects: Entity, Time
