                      PanelOLS Estimation Summary                       
Dep. Variable:   ,estabs_entry_rate,  R-squared:           ,0.9998      
Estimator:       ,PanelOLS         ,  R-squared (Between): ,0.9884      
No. Observations:,440581           ,  R-squared (Within):  ,0.9998      
Date:            ,Thu, Jul 21 2022 ,  R-squared (Overall): ,0.9997      
Time:            ,12:56:33         ,  Log-likelihood       ,-7.445e+05  
Cov. Estimator:  ,Clustered        ,                       ,            
                 ,                 ,  F-statistic:         ,2.444e+08   
Entities:        ,262              ,  P-value              ,0.0000      
Avg Obs:         ,1681.6           ,  Distribution:        ,F(10,440288)
Min Obs:         ,0.0000           ,                       ,            
Max Obs:         ,2240.0           ,  F-statistic (robust):,5.571e+06   
                 ,                 ,  P-value              ,0.0000      
Time periods:    ,43               ,  Distribution:        ,F(10,440288)
Avg Obs:         ,1.025e+04        ,                       ,            
Min Obs:         ,0.0000           ,                       ,            
Max Obs:         ,1.438e+04        ,                       ,            
                 ,                 ,                       ,            
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.0.0]       ,201.97   ,2.3934   ,84.389 ,0.0000 ,197.28  ,206.66  
C(age_grp_dummy)[T.1.0]       ,2.7179   ,2.3403   ,1.1613 ,0.2455 ,-1.8691 ,7.3048  
C(age_grp_dummy)[T.2.0]       ,6.0297   ,2.4563   ,2.4548 ,0.0141 ,1.2154  ,10.844  
C(age_grp_dummy)[T.3.0]       ,6.1870   ,2.4873   ,2.4874 ,0.0129 ,1.3119  ,11.062  
C(age_grp_dummy)[T.4.0]       ,6.2192   ,2.5028   ,2.4849 ,0.0130 ,1.3138  ,11.125  
C(age_grp_dummy)[T.5.0]       ,6.1483   ,2.5076   ,2.4519 ,0.0142 ,1.2335  ,11.063  
chg_restriction_2_0_2         ,-0.5845  ,0.3429   ,-1.7049,0.0882 ,-1.2566 ,0.0875  
entry_rate_whole              ,0.5516   ,0.9144   ,0.6033 ,0.5463 ,-1.2406 ,2.3438  
entry_rate_whole_pre_cohort   ,-0.8425  ,0.9116   ,-0.9241,0.3554 ,-2.6292 ,0.9443  
log_emp_pre_cohort            ,0.0009   ,0.0065   ,0.1436 ,0.8858 ,-0.0119 ,0.0137  
log_restriction_2_2_pre_cohort,-0.1837  ,0.2237   ,-0.8211,0.4116 ,-0.6221 ,0.2547  

F-test for Poolability: 252.81
P-value: 0.0000
Distribution: F(282,440288)

Included effects: Entity, Time
