                     PanelOLS Estimation Summary                     
Dep. Variable:   ,estabs_exit     ,  R-squared:           ,0.2174    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.3685   
No. Observations:,7194            ,  R-squared (Within):  ,-1.3747   
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,-0.5218   
Time:            ,12:56:59        ,  Log-likelihood       ,-4.413e+04
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,2643.7    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,27.458          ,  Distribution:        ,F(16,6903)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,33.000          ,  F-statistic (robust):,4.595e+13 
                 ,                ,  P-value              ,0.0000    
Time periods:    ,34              ,  Distribution:        ,F(16,6903)
Avg Obs:         ,211.59          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,225.00          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-2041.3  ,757.91   ,-2.6933,0.0071 ,-3527.0 ,-555.53 
L_0_entry_rate_whole          ,-924.16  ,238.81   ,-3.8698,0.0001 ,-1392.3 ,-456.02 
L_0_log_gdp                   ,-13.669  ,94.386   ,-0.1448,0.8849 ,-198.70 ,171.36  
L_1_entry_rate_whole          ,-341.41  ,102.47   ,-3.3318,0.0009 ,-542.28 ,-140.54 
L_1_log_gdp                   ,15.794   ,91.599   ,0.1724 ,0.8631 ,-163.77 ,195.36  
L_2_entry_rate_whole          ,-136.34  ,88.159   ,-1.5465,0.1220 ,-309.15 ,36.482  
L_2_log_gdp                   ,180.13   ,65.797   ,2.7377 ,0.0062 ,51.147  ,309.11  
L_3_entry_rate_whole          ,-55.671  ,36.906   ,-1.5085,0.1315 ,-128.02 ,16.676  
L_3_log_gdp                   ,91.638   ,78.101   ,1.1733 ,0.2407 ,-61.464 ,244.74  
L_4_entry_rate_whole          ,280.88   ,174.64   ,1.6084 ,0.1078 ,-61.461 ,623.23  
L_4_log_gdp                   ,22.383   ,86.664   ,0.2583 ,0.7962 ,-147.50 ,192.27  
L_5_entry_rate_whole          ,-125.26  ,115.69   ,-1.0827,0.2790 ,-352.06 ,101.53  
L_5_log_gdp                   ,-55.750  ,108.67   ,-0.5130,0.6080 ,-268.78 ,157.28  
curr_chg_restriction_2_0      ,-7.5587  ,51.724   ,-0.1461,0.8838 ,-108.95 ,93.836  
enter_chg_restriction_2_0     ,34.925   ,61.355   ,0.5692 ,0.5692 ,-85.349 ,155.20  
life_chg_restriction_2_0      ,179.42   ,213.89   ,0.8388 ,0.4016 ,-239.87 ,598.71  
pre_cohort_log_restriction_2_0,107.44   ,62.058   ,1.7313 ,0.0835 ,-14.214 ,229.09  

F-test for Poolability: 175.54
P-value: 0.0000
Distribution: F(274,6903)

Included effects: Entity, Time
