                      PanelOLS Estimation Summary                      
Dep. Variable:   ,per_emp_chg_cohort,  R-squared:           ,0.2076    
Estimator:       ,PanelOLS          ,  R-squared (Between): ,-6.1713   
No. Observations:,3386              ,  R-squared (Within):  ,-0.0795   
Date:            ,Wed, Aug 10 2022  ,  R-squared (Overall): ,-0.4742   
Time:            ,16:26:21          ,  Log-likelihood       ,3061.0    
Cov. Estimator:  ,Robust            ,                       ,          
                 ,                  ,  F-statistic:         ,51.309    
Entities:        ,17                ,  P-value              ,0.0000    
Avg Obs:         ,199.18            ,  Distribution:        ,F(17,3319)
Min Obs:         ,0.0000            ,                       ,          
Max Obs:         ,297.00            ,  F-statistic (robust):,25.401    
                 ,                  ,  P-value              ,0.0000    
Time periods:    ,38                ,  Distribution:        ,F(17,3319)
Avg Obs:         ,89.105            ,                       ,          
Min Obs:         ,0.0000            ,                       ,          
Max Obs:         ,107.00            ,                       ,          
                 ,                  ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,0.7954   ,0.3010   ,2.6426 ,0.0083 ,0.2052  ,1.3856  
L_0_chg_log_restriction_2_0   ,-0.0998  ,0.0645   ,-1.5485,0.1216 ,-0.2262 ,0.0266  
L_0_entry_rate_whole          ,1.0420   ,0.4775   ,2.1821 ,0.0292 ,0.1057  ,1.9782  
L_0_log_gdp                   ,0.0033   ,0.0874   ,0.0375 ,0.9701 ,-0.1681 ,0.1747  
L_1_chg_log_restriction_2_0   ,-0.0154  ,0.0668   ,-0.2302,0.8179 ,-0.1463 ,0.1156  
L_1_entry_rate_whole          ,-0.0247  ,0.6214   ,-0.0398,0.9683 ,-1.2431 ,1.1937  
L_1_log_gdp                   ,0.2313   ,0.1191   ,1.9431 ,0.0521 ,-0.0021 ,0.4648  
L_2_chg_log_restriction_2_0   ,-0.0144  ,0.0529   ,-0.2719,0.7857 ,-0.1182 ,0.0894  
L_2_entry_rate_whole          ,-0.3629  ,0.6359   ,-0.5707,0.5682 ,-1.6097 ,0.8839  
L_2_log_gdp                   ,0.0719   ,0.1222   ,0.5883 ,0.5563 ,-0.1676 ,0.3114  
L_3_chg_log_restriction_2_0   ,0.0526   ,0.0501   ,1.0502 ,0.2937 ,-0.0456 ,0.1508  
L_3_entry_rate_whole          ,5.9370   ,0.6315   ,9.4008 ,0.0000 ,4.6987  ,7.1752  
L_3_log_gdp                   ,0.0030   ,0.1128   ,0.0265 ,0.9789 ,-0.2181 ,0.2241  
L_4_entry_rate_whole          ,-3.6414  ,0.5218   ,-6.9792,0.0000 ,-4.6644 ,-2.6185 
L_4_log_gdp                   ,-0.3327  ,0.0757   ,-4.3976,0.0000 ,-0.4811 ,-0.1844 
cross                         ,0.0148   ,0.0396   ,0.3731 ,0.7091 ,-0.0628 ,0.0924  
large_firm                    ,-0.5006  ,0.4423   ,-1.1319,0.2578 ,-1.3678 ,0.3665  
pre_cohort_log_restriction_2_0,-0.0977  ,0.0219   ,-4.4515,0.0000 ,-0.1407 ,-0.0547 

F-test for Poolability: 31.351
P-value: 0.0000
Distribution: F(49,3319)

Included effects: Entity, Time
