,age,Coef,lower_ci,upper_ci
0,1,1098.4474004446736,-850.6438060381572,3047.5386069275046
1,2,1754.5370909605863,73.53294548937583,3435.5412364317967
2,3,1568.434719671904,-44.85817271062069,3181.727612054429
3,4,1209.8909844007424,65.0794816923717,2354.702487109113
4,5,1332.1995298983104,-218.79342287987288,2883.1924826764935
