                     PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate_chg  ,  R-squared:           ,0.0311    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-5.3787   
No. Observations:,7731            ,  R-squared (Within):  ,0.0058    
Date:            ,Mon, Jul 18 2022,  R-squared (Overall): ,-0.0686   
Time:            ,14:33:05        ,  Log-likelihood       ,9364.2    
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,19.844    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,29.508          ,  Distribution:        ,F(12,7444)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,36.000          ,  F-statistic (robust):,3.7447    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,36              ,  Distribution:        ,F(12,7444)
Avg Obs:         ,214.75          ,                       ,          
Min Obs:         ,196.00          ,                       ,          
Max Obs:         ,226.00          ,                       ,          
                 ,                ,                       ,          
                             Parameter Estimates                             
                       ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                  ,0.3134   ,0.2266   ,1.3829 ,0.1667 ,-0.1308 ,0.7577  
L_0_chg_restriction_2_0,0.0217   ,0.0212   ,1.0218 ,0.3069 ,-0.0199 ,0.0634  
L_0_entry_rate_whole   ,0.4320   ,0.3075   ,1.4047 ,0.1602 ,-0.1709 ,1.0348  
L_0_log_gdp            ,0.0170   ,0.0374   ,0.4558 ,0.6485 ,-0.0563 ,0.0903  
L_1_chg_restriction_2_0,0.0444   ,0.0318   ,1.3959 ,0.1628 ,-0.0180 ,0.1068  
L_1_entry_rate_whole   ,-0.6752  ,0.3726   ,-1.8120,0.0700 ,-1.4055 ,0.0552  
L_1_log_gdp            ,-0.1145  ,0.0305   ,-3.7506,0.0002 ,-0.1744 ,-0.0547 
L_2_chg_restriction_2_0,0.0341   ,0.0242   ,1.4118 ,0.1581 ,-0.0133 ,0.0815  
L_2_entry_rate_whole   ,0.1381   ,0.1641   ,0.8418 ,0.3999 ,-0.1835 ,0.4598  
L_2_log_gdp            ,0.0484   ,0.0423   ,1.1441 ,0.2526 ,-0.0346 ,0.1314  
L_3_entry_rate_whole   ,0.0644   ,0.0928   ,0.6942 ,0.4876 ,-0.1175 ,0.2463  
L_3_log_gdp            ,0.0214   ,0.0294   ,0.7291 ,0.4660 ,-0.0361 ,0.0789  
L_3_log_restriction_2_0,-0.0127  ,0.0113   ,-1.1257,0.2603 ,-0.0349 ,0.0094  

F-test for Poolability: 1.5328
P-value: 0.0000
Distribution: F(274,7444)

Included effects: Entity, Time
