                     PanelOLS Estimation Summary                      
Dep. Variable:   ,estabs_entry_rate,  R-squared:           ,0.0090    
Estimator:       ,PanelOLS         ,  R-squared (Between): ,-1.5793   
No. Observations:,3141             ,  R-squared (Within):  ,-0.0740   
Date:            ,Wed, Aug 10 2022 ,  R-squared (Overall): ,-0.1906   
Time:            ,16:23:30         ,  Log-likelihood       ,7427.2    
Cov. Estimator:  ,Robust           ,                       ,          
                 ,                 ,  F-statistic:         ,604.79    
Entities:        ,17               ,  P-value              ,0.0000    
Avg Obs:         ,184.76           ,  Distribution:        ,F(14,3077)
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,278.00           ,  F-statistic (robust):,1.7655    
                 ,                 ,  P-value              ,0.0380    
Time periods:    ,38               ,  Distribution:        ,F(14,3077)
Avg Obs:         ,82.658           ,                       ,          
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,97.000           ,                       ,          
                 ,                 ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.0360  ,0.0713   ,-0.5042,0.6141 ,-0.1758 ,0.1039  
L_0_entry_rate_whole          ,0.0971   ,0.1107   ,0.8766 ,0.3808 ,-0.1200 ,0.3142  
L_0_log_gdp                   ,0.0142   ,0.0169   ,0.8385 ,0.4018 ,-0.0189 ,0.0473  
L_1_entry_rate_whole          ,-0.0544  ,0.1434   ,-0.3794,0.7044 ,-0.3356 ,0.2267  
L_1_log_gdp                   ,-0.0142  ,0.0229   ,-0.6182,0.5365 ,-0.0592 ,0.0308  
L_2_entry_rate_whole          ,-0.0257  ,0.1414   ,-0.1819,0.8557 ,-0.3030 ,0.2516  
L_2_log_gdp                   ,-0.0165  ,0.0242   ,-0.6836,0.4943 ,-0.0639 ,0.0309  
L_3_entry_rate_whole          ,-0.0151  ,0.1324   ,-0.1143,0.9090 ,-0.2747 ,0.2445  
L_3_log_gdp                   ,0.0062   ,0.0256   ,0.2423 ,0.8086 ,-0.0441 ,0.0565  
L_4_entry_rate_whole          ,-0.0568  ,0.0969   ,-0.5858,0.5581 ,-0.2467 ,0.1332  
L_4_log_gdp                   ,0.0193   ,0.0176   ,1.0926 ,0.2747 ,-0.0153 ,0.0538  
cross                         ,-0.0074  ,0.0047   ,-1.5670,0.1172 ,-0.0167 ,0.0019  
full_chg_restriction_2_0      ,0.0067   ,0.0190   ,0.3536 ,0.7237 ,-0.0305 ,0.0439  
large_firm                    ,0.0957   ,0.0491   ,1.9499 ,0.0513 ,-0.0005 ,0.1919  
pre_cohort_log_restriction_2_0,0.0029   ,0.0055   ,0.5318 ,0.5949 ,-0.0079 ,0.0138  

F-test for Poolability: 5.3260
P-value: 0.0000
Distribution: F(49,3077)

Included effects: Entity, Time
