                     PanelOLS Estimation Summary                      
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.0978     
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.2270    
No. Observations:,23947           ,  R-squared (Within):  ,0.0734     
Date:            ,Thu, Jun 02 2022,  R-squared (Overall): ,0.0766     
Time:            ,13:50:55        ,  Log-likelihood       ,2.898e+04  
Cov. Estimator:  ,Robust          ,                       ,           
                 ,                ,  F-statistic:         ,215.87     
Entities:        ,21              ,  P-value              ,0.0000     
Avg Obs:         ,1140.3          ,  Distribution:        ,F(12,23888)
Min Obs:         ,0.0000          ,                       ,           
Max Obs:         ,3040.0          ,  F-statistic (robust):,262.14     
                 ,                ,  P-value              ,0.0000     
Time periods:    ,34              ,  Distribution:        ,F(12,23888)
Avg Obs:         ,704.32          ,                       ,           
Min Obs:         ,577.00          ,                       ,           
Max Obs:         ,1220.0          ,                       ,           
                 ,                ,                       ,           
                               Parameter Estimates                               
                           ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.2.0]    ,-0.0156  ,0.0624   ,-0.2501,0.8025 ,-0.1380 ,0.1067  
C(age_grp_dummy)[T.3.0]    ,-0.0437  ,0.0623   ,-0.7009,0.4834 ,-0.1658 ,0.0784  
C(age_grp_dummy)[T.4.0]    ,-0.0597  ,0.0623   ,-0.9589,0.3376 ,-0.1818 ,0.0624  
C(age_grp_dummy)[T.5.0]    ,-0.0705  ,0.0622   ,-1.1346,0.2565 ,-0.1924 ,0.0513  
L_0_entry_rate_whole       ,-0.1302  ,0.0753   ,-1.7297,0.0837 ,-0.2777 ,0.0173  
L_0_log_gdp                ,-0.0390  ,0.0174   ,-2.2405,0.0251 ,-0.0730 ,-0.0049 
L_0_log_restriction_2_0    ,0.0305   ,0.0080   ,3.7952 ,0.0001 ,0.0147  ,0.0462  
cohort_entry_rate_whole    ,0.2155   ,0.0647   ,3.3301 ,0.0009 ,0.0886  ,0.3423  
cohort_log_gdp             ,0.0534   ,0.0132   ,4.0515 ,0.0001 ,0.0275  ,0.0792  
cohort_log_restriction_2_0 ,-0.0166  ,0.0061   ,-2.7238,0.0065 ,-0.0285 ,-0.0046 
inc_avg_entry_rate_whole   ,0.0401   ,0.1029   ,0.3900 ,0.6966 ,-0.1615 ,0.2418  
inc_avg_log_gdp            ,-0.0050  ,0.0238   ,-0.2081,0.8352 ,-0.0516 ,0.0417  
inc_avg_log_restriction_2_0,-0.0024  ,0.0098   ,-0.2437,0.8075 ,-0.0216 ,0.0168  

F-test for Poolability: 27.294
P-value: 0.0000
Distribution: F(46,23888)

Included effects: Entity, Time
