                     PanelOLS Estimation Summary                      
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.2102     
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.0305     
No. Observations:,16551           ,  R-squared (Within):  ,0.1976     
Date:            ,Mon, Jun 06 2022,  R-squared (Overall): ,0.1914     
Time:            ,18:23:34        ,  Log-likelihood       ,1.989e+04  
Cov. Estimator:  ,Robust          ,                       ,           
                 ,                ,  F-statistic:         ,365.70     
Entities:        ,17              ,  P-value              ,0.0000     
Avg Obs:         ,973.59          ,  Distribution:        ,F(12,16492)
Min Obs:         ,0.0000          ,                       ,           
Max Obs:         ,1514.0          ,  F-statistic (robust):,708.29     
                 ,                ,  P-value              ,0.0000     
Time periods:    ,34              ,  Distribution:        ,F(12,16492)
Avg Obs:         ,486.79          ,                       ,           
Min Obs:         ,361.00          ,                       ,           
Max Obs:         ,872.00          ,                       ,           
                 ,                ,                       ,           
                                  Parameter Estimates                                   
                                  ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.1.0]           ,-0.0480  ,0.0792   ,-0.6061,0.5445 ,-0.2032 ,0.1072  
C(age_grp_dummy)[T.2.0]           ,-0.0768  ,0.0793   ,-0.9685,0.3328 ,-0.2322 ,0.0786  
C(age_grp_dummy)[T.3.0]           ,-0.0853  ,0.0792   ,-1.0776,0.2812 ,-0.2405 ,0.0699  
C(age_grp_dummy)[T.4.0]           ,-0.0900  ,0.0791   ,-1.1382,0.2551 ,-0.2451 ,0.0650  
C(age_grp_dummy)[T.5.0]           ,-0.0929  ,0.0790   ,-1.1756,0.2398 ,-0.2479 ,0.0620  
L_0_entry_rate_whole              ,-0.2261  ,0.0793   ,-2.8494,0.0044 ,-0.3816 ,-0.0706 
L_0_log_gdp                       ,-0.0256  ,0.0108   ,-2.3647,0.0181 ,-0.0469 ,-0.0044 
L_0_log_restriction_2_0           ,0.0098   ,0.0091   ,1.0761 ,0.2819 ,-0.0081 ,0.0277  
avg_entry_rate_whole              ,0.1579   ,0.0827   ,1.9101 ,0.0561 ,-0.0041 ,0.3200  
avg_log_gdp                       ,0.0293   ,0.0102   ,2.8791 ,0.0040 ,0.0093  ,0.0492  
avg_log_restriction_2_0           ,0.0037   ,0.0102   ,0.3647 ,0.7153 ,-0.0163 ,0.0237  
large_firm                        ,-0.0300  ,0.0088   ,-3.3926,0.0007 ,-0.0473 ,-0.0127 
avg_log_restriction_2_0:large_firm,-0.0045  ,0.0008   ,-5.4624,0.0000 ,-0.0062 ,-0.0029 

F-test for Poolability: 5.9338
P-value: 0.0000
Distribution: F(46,16492)

Included effects: Entity, Time
