                     PanelOLS Estimation Summary                     
Dep. Variable:   ,log_avg_emp     ,  R-squared:           ,0.0333    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.4476   
No. Observations:,3141            ,  R-squared (Within):  ,0.0222    
Date:            ,Wed, Aug 10 2022,  R-squared (Overall): ,0.0005    
Time:            ,16:24:45        ,  Log-likelihood       ,-4189.4   
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,40.934    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,184.76          ,  Distribution:        ,F(14,3077)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,278.00          ,  F-statistic (robust):,760.31    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,38              ,  Distribution:        ,F(14,3077)
Avg Obs:         ,82.658          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,97.000          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.3328  ,2.9378   ,-0.1133,0.9098 ,-6.0929 ,5.4274  
L_0_entry_rate_whole          ,1.7852   ,4.0588   ,0.4398 ,0.6601 ,-6.1730 ,9.7435  
L_0_log_gdp                   ,-0.0128  ,0.6979   ,-0.0184,0.9853 ,-1.3812 ,1.3556  
L_1_entry_rate_whole          ,0.2227   ,4.9519   ,0.0450 ,0.9641 ,-9.4867 ,9.9321  
L_1_log_gdp                   ,-0.0567  ,0.8845   ,-0.0641,0.9489 ,-1.7910 ,1.6775  
L_2_entry_rate_whole          ,1.1064   ,4.9401   ,0.2240 ,0.8228 ,-8.5798 ,10.793  
L_2_log_gdp                   ,-0.0376  ,0.8914   ,-0.0422,0.9663 ,-1.7855 ,1.7102  
L_3_entry_rate_whole          ,0.3769   ,4.7426   ,0.0795 ,0.9367 ,-8.9221 ,9.6759  
L_3_log_gdp                   ,0.0863   ,0.8931   ,0.0967 ,0.9230 ,-1.6647 ,1.8374  
L_4_entry_rate_whole          ,0.3658   ,3.5262   ,0.1037 ,0.9174 ,-6.5481 ,7.2797  
L_4_log_gdp                   ,0.2300   ,0.6497   ,0.3541 ,0.7233 ,-1.0438 ,1.5039  
cross                         ,0.1266   ,0.0431   ,2.9343 ,0.0034 ,0.0420  ,0.2112  
full_chg_restriction_2_0      ,-0.0082  ,0.8464   ,-0.0097,0.9922 ,-1.6679 ,1.6514  
large_firm                    ,3.5647   ,0.4636   ,7.6897 ,0.0000 ,2.6558  ,4.4736  
pre_cohort_log_restriction_2_0,0.0061   ,0.2195   ,0.0280 ,0.9777 ,-0.4243 ,0.4366  

F-test for Poolability: 3.0387
P-value: 0.0000
Distribution: F(49,3077)

Included effects: Entity, Time
