                     PanelOLS Estimation Summary                     
Dep. Variable:   ,estabs_exit     ,  R-squared:           ,0.1348    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.2089   
No. Observations:,8162            ,  R-squared (Within):  ,-1.4140   
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,-0.3840   
Time:            ,12:56:58        ,  Log-likelihood       ,-5.513e+04
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,3552.9    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,31.153          ,  Distribution:        ,F(12,7872)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,36.000          ,  F-statistic (robust):,178.89    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,36              ,  Distribution:        ,F(12,7872)
Avg Obs:         ,226.72          ,                       ,          
Min Obs:         ,215.00          ,                       ,          
Max Obs:         ,236.00          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-3704.4  ,1537.8   ,-2.4089,0.0160 ,-6718.9 ,-689.88 
L_0_entry_rate_whole          ,-1715.5  ,443.07   ,-3.8718,0.0001 ,-2584.0 ,-846.92 
L_0_log_gdp                   ,-34.779  ,205.84   ,-0.1690,0.8658 ,-438.28 ,368.72  
L_1_entry_rate_whole          ,-376.59  ,118.56   ,-3.1764,0.0015 ,-609.01 ,-144.18 
L_1_log_gdp                   ,203.58   ,161.08   ,1.2638 ,0.2063 ,-112.18 ,519.34  
L_2_entry_rate_whole          ,1254.2   ,503.47   ,2.4912 ,0.0128 ,267.32  ,2241.2  
L_2_log_gdp                   ,358.67   ,143.78   ,2.4945 ,0.0126 ,76.817  ,640.51  
L_3_entry_rate_whole          ,-555.99  ,138.52   ,-4.0137,0.0001 ,-827.53 ,-284.44 
L_3_log_gdp                   ,-175.43  ,231.12   ,-0.7591,0.4478 ,-628.49 ,277.62  
curr_chg_restriction_2_0      ,-61.011  ,123.49   ,-0.4940,0.6213 ,-303.09 ,181.07  
enter_chg_restriction_2_0     ,56.014   ,152.26   ,0.3679 ,0.7130 ,-242.46 ,354.49  
life_chg_restriction_2_0      ,103.58   ,125.97   ,0.8222 ,0.4110 ,-143.36 ,350.51  
pre_cohort_log_restriction_2_0,226.47   ,126.60   ,1.7889 ,0.0737 ,-21.695 ,474.63  

F-test for Poolability: 179.26
P-value: 0.0000
Distribution: F(277,7872)

Included effects: Entity, Time
