                     PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.0111    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.4565   
No. Observations:,3182            ,  R-squared (Within):  ,-0.0786   
Date:            ,Wed, Aug 10 2022,  R-squared (Overall): ,-0.1130   
Time:            ,16:23:12        ,  Log-likelihood       ,3350.7    
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,978.80    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,187.18          ,  Distribution:        ,F(12,3119)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,277.00          ,  F-statistic (robust):,128.10    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,38              ,  Distribution:        ,F(12,3119)
Avg Obs:         ,83.737          ,                       ,          
Min Obs:         ,74.000          ,                       ,          
Max Obs:         ,99.000          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.2120  ,0.3113   ,-0.6811,0.4959 ,-0.8225 ,0.3984  
L_0_entry_rate_whole          ,-0.3160  ,0.4448   ,-0.7105,0.4774 ,-1.1881 ,0.5561  
L_0_log_gdp                   ,-0.0587  ,0.0762   ,-0.7706,0.4410 ,-0.2082 ,0.0907  
L_1_entry_rate_whole          ,0.0681   ,0.5724   ,0.1189 ,0.9053 ,-1.0542 ,1.1904  
L_1_log_gdp                   ,-0.0337  ,0.0993   ,-0.3395,0.7342 ,-0.2284 ,0.1610  
L_2_entry_rate_whole          ,0.5344   ,0.5792   ,0.9227 ,0.3562 ,-0.6012 ,1.6701  
L_2_log_gdp                   ,0.0345   ,0.0954   ,0.3616 ,0.7177 ,-0.1526 ,0.2217  
L_3_entry_rate_whole          ,-0.0573  ,0.4228   ,-0.1354,0.8923 ,-0.8863 ,0.7718  
L_3_log_gdp                   ,0.0812   ,0.0696   ,1.1660 ,0.2437 ,-0.0554 ,0.2178  
cross                         ,-0.0096  ,0.0034   ,-2.8187,0.0049 ,-0.0164 ,-0.0029 
full_chg_restriction_2_0      ,0.0173   ,0.0583   ,0.2975 ,0.7661 ,-0.0969 ,0.1316  
large_firm                    ,-0.0578  ,0.0368   ,-1.5724,0.1160 ,-0.1300 ,0.0143  
pre_cohort_log_restriction_2_0,0.0207   ,0.0232   ,0.8937 ,0.3716 ,-0.0247 ,0.0661  

F-test for Poolability: 3.3238
P-value: 0.0000
Distribution: F(50,3119)

Included effects: Entity, Time
