                     PanelOLS Estimation Summary                     
Dep. Variable:   ,log_emp         ,  R-squared:           ,0.2002    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.3161    
No. Observations:,3141            ,  R-squared (Within):  ,-1.4390   
Date:            ,Wed, Aug 10 2022,  R-squared (Overall): ,0.0481    
Time:            ,16:25:24        ,  Log-likelihood       ,-300.93   
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,1.728e+05 
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,184.76          ,  Distribution:        ,F(17,3074)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,278.00          ,  F-statistic (robust):,43.462    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,38              ,  Distribution:        ,F(17,3074)
Avg Obs:         ,82.658          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,97.000          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,6.9137   ,0.7240   ,9.5497 ,0.0000 ,5.4942  ,8.3332  
L_0_chg_log_restriction_2_0   ,-0.2779  ,0.1269   ,-2.1888,0.0287 ,-0.5268 ,-0.0289 
L_0_entry_rate_whole          ,-1.3945  ,1.4704   ,-0.9484,0.3430 ,-4.2775 ,1.4885  
L_0_log_gdp                   ,0.5543   ,0.2009   ,2.7590 ,0.0058 ,0.1604  ,0.9483  
L_1_chg_log_restriction_2_0   ,-0.2074  ,0.1255   ,-1.6529,0.0985 ,-0.4534 ,0.0386  
L_1_entry_rate_whole          ,0.4864   ,2.0427   ,0.2381 ,0.8118 ,-3.5189 ,4.4916  
L_1_log_gdp                   ,0.2423   ,0.2672   ,0.9071 ,0.3645 ,-0.2815 ,0.7662  
L_2_chg_log_restriction_2_0   ,-0.1630  ,0.1183   ,-1.3778,0.1684 ,-0.3949 ,0.0689  
L_2_entry_rate_whole          ,0.0648   ,2.0138   ,0.0322 ,0.9743 ,-3.8838 ,4.0135  
L_2_log_gdp                   ,-0.1207  ,0.2698   ,-0.4473,0.6547 ,-0.6498 ,0.4084  
L_3_chg_log_restriction_2_0   ,-0.1082  ,0.1255   ,-0.8618,0.3888 ,-0.3542 ,0.1379  
L_3_entry_rate_whole          ,5.1312   ,1.8426   ,2.7847 ,0.0054 ,1.5182  ,8.7441  
L_3_log_gdp                   ,0.0566   ,0.2704   ,0.2092 ,0.8343 ,-0.4736 ,0.5867  
L_4_entry_rate_whole          ,0.3504   ,1.2293   ,0.2851 ,0.7756 ,-2.0598 ,2.7607  
L_4_log_gdp                   ,0.1564   ,0.1910   ,0.8187 ,0.4130 ,-0.2181 ,0.5308  
cross                         ,0.3758   ,0.0402   ,9.3567 ,0.0000 ,0.2971  ,0.4546  
large_firm                    ,-5.0969  ,0.4307   ,-11.833,0.0000 ,-5.9414 ,-4.2523 
pre_cohort_log_restriction_2_0,-0.2568  ,0.0640   ,-4.0099,0.0001 ,-0.3823 ,-0.1312 

F-test for Poolability: 309.59
P-value: 0.0000
Distribution: F(49,3074)

Included effects: Entity, Time
