                        PanelOLS Estimation Summary                         
Dep. Variable:   ,job_creation_continuers,  R-squared:           ,0.4546    
Estimator:       ,PanelOLS               ,  R-squared (Between): ,0.3656    
No. Observations:,2980                   ,  R-squared (Within):  ,0.2715    
Date:            ,Tue, Jul 05 2022       ,  R-squared (Overall): ,0.3073    
Time:            ,16:07:33               ,  Log-likelihood       ,-2.652e+04
Cov. Estimator:  ,Robust                 ,                       ,          
                 ,                       ,  F-statistic:         ,134.98    
Entities:        ,17                     ,  P-value              ,0.0000    
Avg Obs:         ,175.29                 ,  Distribution:        ,F(18,2915)
Min Obs:         ,0.0000                 ,                       ,          
Max Obs:         ,266.00                 ,  F-statistic (robust):,72.209    
                 ,                       ,  P-value              ,0.0000    
Time periods:    ,34                     ,  Distribution:        ,F(18,2915)
Avg Obs:         ,87.647                 ,                       ,          
Min Obs:         ,79.000                 ,                       ,          
Max Obs:         ,97.000                 ,                       ,          
                 ,                       ,                       ,          
                               Parameter Estimates                               
                       ,Parameter,Std. Err., T-stat,P-value, Lower CI , Upper CI 
const                  ,-1.81e+04,3780.0   ,-4.7888,0.0000 ,-2.551e+04,-1.069e+04
L_0_entry_rate_whole   ,-7524.5  ,3991.0   ,-1.8854,0.0595 ,-1.535e+04,300.84    
L_0_log_gdp            ,1152.2   ,414.17   ,2.7821 ,0.0054 ,340.15    ,1964.3    
L_0_log_restriction_2_0,26.757   ,543.34   ,0.0492 ,0.9607 ,-1038.6   ,1092.1    
L_1_entry_rate_whole   ,-3775.2  ,4352.8   ,-0.8673,0.3859 ,-1.231e+04,4759.7    
L_1_log_gdp            ,1010.7   ,530.34   ,1.9058 ,0.0568 ,-29.179   ,2050.6    
L_1_log_restriction_2_0,-5.9658  ,734.43   ,-0.0081,0.9935 ,-1446.0   ,1434.1    
L_2_entry_rate_whole   ,-2805.7  ,4312.2   ,-0.6506,0.5153 ,-1.126e+04,5649.5    
L_2_log_gdp            ,-357.28  ,572.79   ,-0.6237,0.5328 ,-1480.4   ,765.84    
L_2_log_restriction_2_0,-300.66  ,707.78   ,-0.4248,0.6710 ,-1688.5   ,1087.1    
L_3_entry_rate_whole   ,1494.3   ,4140.7   ,0.3609 ,0.7182 ,-6624.6   ,9613.3    
L_3_log_gdp            ,-429.57  ,581.92   ,-0.7382,0.4605 ,-1570.6   ,711.44    
L_3_log_restriction_2_0,27.971   ,719.80   ,0.0389 ,0.9690 ,-1383.4   ,1439.3    
L_4_entry_rate_whole   ,1127.4   ,3220.5   ,0.3501 ,0.7263 ,-5187.3   ,7442.0    
L_4_log_gdp            ,66.327   ,428.74   ,0.1547 ,0.8771 ,-774.34   ,907.00    
L_4_log_restriction_2_0,308.58   ,526.11   ,0.5865 ,0.5576 ,-723.01   ,1340.2    
cross                  ,-84.136  ,77.721   ,-1.0826,0.2791 ,-236.53   ,68.256    
large_firm             ,-216.57  ,834.52   ,-0.2595,0.7953 ,-1852.9   ,1419.7    
log_emp_cohort         ,1485.3   ,85.359   ,17.401 ,0.0000 ,1317.9    ,1652.7    

F-test for Poolability: 23.483
P-value: 0.0000
Distribution: F(46,2915)

Included effects: Entity, Time
