                     PanelOLS Estimation Summary                     
Dep. Variable:   ,log_emp         ,  R-squared:           ,0.4056    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.9959    
No. Observations:,7534            ,  R-squared (Within):  ,-0.3957   
Date:            ,Tue, Jul 19 2022,  R-squared (Overall): ,0.9942    
Time:            ,12:25:03        ,  Log-likelihood       ,-349.29   
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,494.83    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,28.756          ,  Distribution:        ,F(10,7253)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,32.000          ,  F-statistic (robust):,189.69    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,33              ,  Distribution:        ,F(10,7253)
Avg Obs:         ,228.30          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,238.00          ,                       ,          
                 ,                ,                       ,          
                               Parameter Estimates                               
                           ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
L_0_entry_rate_whole       ,-2.8266  ,0.3208   ,-8.8098,0.0000 ,-3.4556 ,-2.1977 
L_0_log_gdp                ,0.3610   ,0.1132   ,3.1894 ,0.0014 ,0.1391  ,0.5829  
L_0_log_restriction_2_0    ,0.0097   ,0.0823   ,0.1183 ,0.9059 ,-0.1515 ,0.1710  
cohort_entry_rate_whole    ,1.0153   ,0.3136   ,3.2373 ,0.0012 ,0.4005  ,1.6301  
cohort_log_gdp             ,-0.1308  ,0.1095   ,-1.1944,0.2324 ,-0.3455 ,0.0839  
cohort_log_restriction_2_0 ,-0.1572  ,0.0769   ,-2.0446,0.0409 ,-0.3080 ,-0.0065 
inc_avg_entry_rate_whole   ,-0.7636  ,0.6350   ,-1.2025,0.2292 ,-2.0085 ,0.4812  
inc_avg_log_gdp            ,0.3258   ,0.1747   ,1.8651 ,0.0622 ,-0.0166 ,0.6682  
inc_avg_log_restriction_2_0,0.3001   ,0.1215   ,2.4691 ,0.0136 ,0.0618  ,0.5383  
log_emp_cohort             ,0.5124   ,0.0213   ,24.013 ,0.0000 ,0.4706  ,0.5543  

F-test for Poolability: 15.784
P-value: 0.0000
Distribution: F(270,7253)

Included effects: Entity, Time
