                     PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.0102    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.7818   
No. Observations:,3041            ,  R-squared (Within):  ,-0.0455   
Date:            ,Wed, Aug 10 2022,  R-squared (Overall): ,-0.1003   
Time:            ,16:23:12        ,  Log-likelihood       ,3921.7    
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,554.17    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,178.88          ,  Distribution:        ,F(16,2977)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,272.00          ,  F-statistic (robust):,85.930    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,38              ,  Distribution:        ,F(16,2977)
Avg Obs:         ,80.026          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,96.000          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.1848  ,0.3143   ,-0.5880,0.5566 ,-0.8011 ,0.4315  
L_0_entry_rate_whole          ,-0.0383  ,0.4615   ,-0.0831,0.9338 ,-0.9431 ,0.8665  
L_0_log_gdp                   ,-0.0601  ,0.0648   ,-0.9274,0.3538 ,-0.1873 ,0.0670  
L_1_entry_rate_whole          ,0.0015   ,0.6303   ,0.0024 ,0.9981 ,-1.2343 ,1.2373  
L_1_log_gdp                   ,-0.0273  ,0.0871   ,-0.3131,0.7542 ,-0.1980 ,0.1435  
L_2_entry_rate_whole          ,0.2495   ,0.5428   ,0.4597 ,0.6458 ,-0.8148 ,1.3138  
L_2_log_gdp                   ,0.0655   ,0.0823   ,0.7964 ,0.4258 ,-0.0958 ,0.2268  
L_3_entry_rate_whole          ,0.0489   ,0.4615   ,0.1060 ,0.9156 ,-0.8559 ,0.9537  
L_3_log_gdp                   ,0.0202   ,0.0740   ,0.2725 ,0.7853 ,-0.1249 ,0.1652  
L_4_entry_rate_whole          ,-0.0011  ,0.4402   ,-0.0024,0.9981 ,-0.8642 ,0.8620  
L_4_log_gdp                   ,0.0049   ,0.0724   ,0.0673 ,0.9464 ,-0.1370 ,0.1467  
L_5_entry_rate_whole          ,-0.0478  ,0.3261   ,-0.1466,0.8835 ,-0.6873 ,0.5917  
L_5_log_gdp                   ,0.0158   ,0.0539   ,0.2935 ,0.7691 ,-0.0899 ,0.1216  
cross                         ,-0.0071  ,0.0027   ,-2.6138,0.0090 ,-0.0124 ,-0.0018 
full_chg_restriction_2_0      ,0.0251   ,0.0890   ,0.2815 ,0.7784 ,-0.1495 ,0.1996  
large_firm                    ,-0.0375  ,0.0291   ,-1.2868,0.1983 ,-0.0946 ,0.0196  
pre_cohort_log_restriction_2_0,0.0162   ,0.0228   ,0.7074 ,0.4794 ,-0.0286 ,0.0609  

F-test for Poolability: 2.2777
P-value: 0.0000
Distribution: F(47,2977)

Included effects: Entity, Time
