,age,Coef,lower_ci,upper_ci
0,2,-1603.9469406002684,-4272.454373828187,1064.5604926276508
1,3,-1368.0812317710258,-2816.092401880178,79.92993833812625
2,4,204.71906567434857,-834.5563239968891,1243.9944553455862
3,5,497.1916256166803,-731.3218115189698,1725.7050627523304
