                      PanelOLS Estimation Summary                      
Dep. Variable:   ,reallocation_rate,  R-squared:           ,0.4918     
Estimator:       ,PanelOLS         ,  R-squared (Between): ,0.0431     
No. Observations:,277619           ,  R-squared (Within):  ,0.4244     
Date:            ,Thu, Jul 21 2022 ,  R-squared (Overall): ,0.3119     
Time:            ,12:38:02         ,  Log-likelihood       ,-9.12e+05  
Cov. Estimator:  ,Clustered        ,                       ,           
                 ,                 ,  F-statistic:         ,6.401e+05  
Entities:        ,262              ,  P-value              ,0.0000     
Avg Obs:         ,1059.6           ,  Distribution:        ,F(9,277416)
Min Obs:         ,0.0000           ,                       ,           
Max Obs:         ,1845.0           ,  F-statistic (robust):,1836.1     
                 ,                 ,  P-value              ,0.0000     
Time periods:    ,42               ,  Distribution:        ,F(9,277416)
Avg Obs:         ,6610.0           ,                       ,           
Min Obs:         ,0.0000           ,                       ,           
Max Obs:         ,9090.0           ,                       ,           
                 ,                 ,                       ,           
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.1.0]       ,34.918   ,3.4693   ,10.065 ,0.0000 ,28.118  ,41.717  
C(age_grp_dummy)[T.2.0]       ,26.205   ,3.7184   ,7.0473 ,0.0000 ,18.917  ,33.492  
C(age_grp_dummy)[T.3.0]       ,22.106   ,3.8689   ,5.7137 ,0.0000 ,14.523  ,29.689  
C(age_grp_dummy)[T.4.0]       ,19.581   ,3.9925   ,4.9045 ,0.0000 ,11.756  ,27.406  
C(age_grp_dummy)[T.5.0]       ,17.723   ,4.0082   ,4.4217 ,0.0000 ,9.8671  ,25.579  
chg_restriction_2_0_3         ,0.0821   ,0.9873   ,0.0832 ,0.9337 ,-1.8530 ,2.0172  
entry_rate_whole              ,32.103   ,10.406   ,3.0850 ,0.0020 ,11.708  ,52.499  
entry_rate_whole_pre_cohort   ,-6.4288  ,6.7521   ,-0.9521,0.3410 ,-19.663 ,6.8052  
log_emp_pre_cohort            ,0.0045   ,0.0428   ,0.1060 ,0.9156 ,-0.0794 ,0.0885  
log_restriction_2_3_pre_cohort,1.1620   ,0.4306   ,2.6984 ,0.0070 ,0.3180  ,2.0061  

F-test for Poolability: 1068.6
P-value: 0.0000
Distribution: F(193,277416)

Included effects: Entity, Time
