                     PanelOLS Estimation Summary                     
Dep. Variable:   ,estabs_exit_rate,  R-squared:           ,0.0398    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.2546   
No. Observations:,2784            ,  R-squared (Within):  ,0.0182    
Date:            ,Tue, Jul 19 2022,  R-squared (Overall): ,0.0097    
Time:            ,12:28:59        ,  Log-likelihood       ,-9436.1   
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,4.8868    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,163.76          ,  Distribution:        ,F(23,2712)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,257.00          ,  F-statistic (robust):,4.7212    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,38              ,  Distribution:        ,F(23,2712)
Avg Obs:         ,73.263          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,93.000          ,                       ,          
                 ,                ,                       ,          
                             Parameter Estimates                             
                       ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                  ,4.0180   ,16.317   ,0.2462 ,0.8055 ,-27.977 ,36.012  
L_0_chg_restriction_2_0,0.7215   ,2.8871   ,0.2499 ,0.8027 ,-4.9397 ,6.3826  
L_0_entry_rate_whole   ,-29.679  ,23.103   ,-1.2847,0.1990 ,-74.980 ,15.622  
L_0_log_gdp            ,-0.5207  ,3.0314   ,-0.1718,0.8636 ,-6.4647 ,5.4233  
L_1_chg_restriction_2_0,0.5802   ,2.6199   ,0.2215 ,0.8247 ,-4.5570 ,5.7174  
L_1_entry_rate_whole   ,14.913   ,26.529   ,0.5621 ,0.5741 ,-37.106 ,66.932  
L_1_log_gdp            ,-4.5408  ,4.3157   ,-1.0522,0.2928 ,-13.003 ,3.9216  
L_2_chg_restriction_2_0,0.6336   ,2.8715   ,0.2206 ,0.8254 ,-4.9970 ,6.2641  
L_2_entry_rate_whole   ,0.8704   ,24.376   ,0.0357 ,0.9715 ,-46.926 ,48.667  
L_2_log_gdp            ,1.4419   ,4.3574   ,0.3309 ,0.7407 ,-7.1023 ,9.9861  
L_3_chg_restriction_2_0,-1.4300  ,2.8566   ,-0.5006,0.6167 ,-7.0314 ,4.1714  
L_3_entry_rate_whole   ,0.8834   ,24.914   ,0.0355 ,0.9717 ,-47.968 ,49.735  
L_3_log_gdp            ,5.5921   ,4.1585   ,1.3448 ,0.1788 ,-2.5620 ,13.746  
L_4_chg_restriction_2_0,1.2805   ,2.9690   ,0.4313 ,0.6663 ,-4.5413 ,7.1023  
L_4_entry_rate_whole   ,-17.220  ,27.895   ,-0.6173,0.5371 ,-71.918 ,37.479  
L_4_log_gdp            ,-2.9324  ,4.0261   ,-0.7283,0.4665 ,-10.827 ,4.9622  
L_5_chg_restriction_2_0,-0.4269  ,2.7982   ,-0.1526,0.8788 ,-5.9136 ,5.0599  
L_5_entry_rate_whole   ,35.947   ,30.764   ,1.1685 ,0.2427 ,-24.376 ,96.270  
L_5_log_gdp            ,3.1894   ,4.1192   ,0.7743 ,0.4388 ,-4.8876 ,11.266  
L_6_entry_rate_whole   ,-6.9136  ,21.917   ,-0.3154,0.7525 ,-49.890 ,36.063  
L_6_log_gdp            ,-1.3815  ,2.9489   ,-0.4685,0.6395 ,-7.1637 ,4.4008  
L_6_log_restriction_2_0,-0.0679  ,1.3010   ,-0.0522,0.9584 ,-2.6189 ,2.4831  
cross                  ,-0.9323  ,0.3776   ,-2.4694,0.0136 ,-1.6727 ,-0.1920 
large_firm             ,6.4367   ,4.1001   ,1.5699 ,0.1166 ,-1.6030 ,14.476  

F-test for Poolability: 1.7303
P-value: 0.0014
Distribution: F(48,2712)

Included effects: Entity, Time
