                     PanelOLS Estimation Summary                     
Dep. Variable:   ,estabs_exit_rate,  R-squared:           ,0.0084    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.4442   
No. Observations:,2909            ,  R-squared (Within):  ,-0.0168   
Date:            ,Wed, Aug 10 2022,  R-squared (Overall): ,-0.0427   
Time:            ,16:23:49        ,  Log-likelihood       ,3337.9    
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,443.08    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,171.12          ,  Distribution:        ,F(18,2845)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,261.00          ,  F-statistic (robust):,17.642    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,38              ,  Distribution:        ,F(18,2845)
Avg Obs:         ,76.553          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,96.000          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.0528  ,0.3873   ,-0.1365,0.8915 ,-0.8122 ,0.7065  
L_0_entry_rate_whole          ,-0.2837  ,0.5784   ,-0.4904,0.6239 ,-1.4178 ,0.8505  
L_0_log_gdp                   ,-0.0696  ,0.0776   ,-0.8968,0.3699 ,-0.2217 ,0.0825  
L_1_entry_rate_whole          ,0.1326   ,0.7553   ,0.1756 ,0.8606 ,-1.3484 ,1.6137  
L_1_log_gdp                   ,-0.0300  ,0.1053   ,-0.2845,0.7761 ,-0.2365 ,0.1766  
L_2_entry_rate_whole          ,0.1306   ,0.7282   ,0.1793 ,0.8577 ,-1.2972 ,1.5583  
L_2_log_gdp                   ,0.0465   ,0.1001   ,0.4648 ,0.6421 ,-0.1497 ,0.2428  
L_3_entry_rate_whole          ,0.0041   ,0.7186   ,0.0057 ,0.9954 ,-1.4050 ,1.4132  
L_3_log_gdp                   ,0.0554   ,0.0929   ,0.5959 ,0.5513 ,-0.1268 ,0.2376  
L_4_entry_rate_whole          ,0.1216   ,0.6212   ,0.1957 ,0.8449 ,-1.0964 ,1.3395  
L_4_log_gdp                   ,-0.0045  ,0.0877   ,-0.0513,0.9591 ,-0.1765 ,0.1675  
L_5_entry_rate_whole          ,0.2652   ,0.5201   ,0.5099 ,0.6102 ,-0.7546 ,1.2849  
L_5_log_gdp                   ,0.0100   ,0.0866   ,0.1151 ,0.9083 ,-0.1599 ,0.1798  
L_6_entry_rate_whole          ,-0.3440  ,0.3794   ,-0.9066,0.3647 ,-1.0880 ,0.4000  
L_6_log_gdp                   ,0.0066   ,0.0652   ,0.1016 ,0.9191 ,-0.1212 ,0.1344  
cross                         ,-0.0080  ,0.0044   ,-1.8260,0.0680 ,-0.0166 ,0.0006  
full_chg_restriction_2_0      ,0.0833   ,0.1277   ,0.6520 ,0.5145 ,-0.1671 ,0.3337  
large_firm                    ,-0.0069  ,0.0465   ,-0.1475,0.8828 ,-0.0981 ,0.0844  
pre_cohort_log_restriction_2_0,0.0097   ,0.0275   ,0.3513 ,0.7254 ,-0.0443 ,0.0636  

F-test for Poolability: 1.4229
P-value: 0.0339
Distribution: F(45,2845)

Included effects: Entity, Time
