                      PanelOLS Estimation Summary                      
Dep. Variable:   ,estabs_entry_rate,  R-squared:           ,0.0199     
Estimator:       ,PanelOLS         ,  R-squared (Between): ,-0.4650    
No. Observations:,26283            ,  R-squared (Within):  ,-0.0164    
Date:            ,Tue, Jul 19 2022 ,  R-squared (Overall): ,-0.1411    
Time:            ,12:30:37         ,  Log-likelihood       ,-4.846e+04 
Cov. Estimator:  ,Robust           ,                       ,           
                 ,                 ,  F-statistic:         ,6211.8     
Entities:        ,262              ,  P-value              ,0.0000     
Avg Obs:         ,100.32           ,  Distribution:        ,F(13,25992)
Min Obs:         ,0.0000           ,                       ,           
Max Obs:         ,137.00           ,  F-statistic (robust):,632.16     
                 ,                 ,  P-value              ,0.0000     
Time periods:    ,36               ,  Distribution:        ,F(13,25992)
Avg Obs:         ,730.08           ,                       ,           
Min Obs:         ,178.00           ,                       ,           
Max Obs:         ,798.00           ,                       ,           
                 ,                 ,                       ,           
                               Parameter Estimates                               
                           ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.2.0]    ,3.0186   ,1.3696   ,2.2040 ,0.0275 ,0.3342  ,5.7030  
C(age_grp_dummy)[T.3.0]    ,3.2122   ,1.3671   ,2.3496 ,0.0188 ,0.5326  ,5.8918  
C(age_grp_dummy)[T.4.0]    ,3.2805   ,1.3662   ,2.4012 ,0.0163 ,0.6027  ,5.9583  
C(age_grp_dummy)[T.5.0]    ,3.2557   ,1.3641   ,2.3868 ,0.0170 ,0.5821  ,5.9294  
L_0_entry_rate_whole       ,7.2186   ,1.0907   ,6.6186 ,0.0000 ,5.0809  ,9.3564  
L_0_log_gdp                ,1.8014   ,0.2886   ,6.2428 ,0.0000 ,1.2358  ,2.3670  
L_0_log_restriction_2_0    ,-0.2150  ,0.2364   ,-0.9093,0.3632 ,-0.6784 ,0.2484  
cohort_entry_rate_whole    ,-1.5044  ,0.7239   ,-2.0780,0.0377 ,-2.9233 ,-0.0854 
cohort_log_gdp             ,1.3859   ,0.2682   ,5.1666 ,0.0000 ,0.8601  ,1.9116  
cohort_log_restriction_2_0 ,-0.2368  ,0.2238   ,-1.0581,0.2900 ,-0.6754 ,0.2018  
inc_avg_entry_rate_whole   ,-0.0463  ,1.4961   ,-0.0309,0.9753 ,-2.9787 ,2.8861  
inc_avg_log_gdp            ,-2.3549  ,0.4205   ,-5.5999,0.0000 ,-3.1792 ,-1.5307 
inc_avg_log_restriction_2_0,0.0923   ,0.3416   ,0.2703 ,0.7869 ,-0.5771 ,0.7618  
log_emp_cohort             ,-0.0740  ,0.0496   ,-1.4923,0.1356 ,-0.1711 ,0.0232  

F-test for Poolability: 32.292
P-value: 0.0000
Distribution: F(277,25992)

Included effects: Entity, Time
