                       PanelOLS Estimation Summary                        
Dep. Variable:   ,job_destruction_rate,  R-squared:           ,0.0761     
Estimator:       ,PanelOLS            ,  R-squared (Between): ,0.0402     
No. Observations:,209184              ,  R-squared (Within):  ,0.0744     
Date:            ,Sun, Jun 19 2022    ,  R-squared (Overall): ,0.0784     
Time:            ,15:36:29            ,  Log-likelihood       ,-8.441e+05 
Cov. Estimator:  ,Clustered           ,                       ,           
                 ,                    ,  F-statistic:         ,1912.0     
Entities:        ,262                 ,  P-value              ,0.0000     
Avg Obs:         ,798.41              ,  Distribution:        ,F(9,209033)
Min Obs:         ,0.0000              ,                       ,           
Max Obs:         ,2137.0              ,  F-statistic (robust):,218.85     
                 ,                    ,  P-value              ,0.0000     
Time periods:    ,42                  ,  Distribution:        ,F(9,209033)
Avg Obs:         ,4980.6              ,                       ,           
Min Obs:         ,0.0000              ,                       ,           
Max Obs:         ,2.144e+04           ,                       ,           
                 ,                    ,                       ,           
                              Parameter Estimates                               
                          ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.1.0]   ,11.275   ,11.922   ,0.9458 ,0.3443 ,-12.091 ,34.642  
C(age_grp_dummy)[T.2.0]   ,6.5744   ,12.149   ,0.5411 ,0.5884 ,-17.238 ,30.387  
C(age_grp_dummy)[T.3.0]   ,3.2255   ,12.280   ,0.2627 ,0.7928 ,-20.843 ,27.294  
C(age_grp_dummy)[T.4.0]   ,2.0363   ,12.149   ,0.1676 ,0.8669 ,-21.775 ,25.848  
C(age_grp_dummy)[T.5.0]   ,0.9287   ,12.286   ,0.0756 ,0.9397 ,-23.152 ,25.009  
entry_rate_whole          ,5.5392   ,14.295   ,0.3875 ,0.6984 ,-22.479 ,33.557  
entry_rate_whole_cohort   ,30.385   ,23.758   ,1.2789 ,0.2009 ,-16.181 ,76.951  
log_emp_cohort            ,-0.0204  ,0.0351   ,-0.5806,0.5615 ,-0.0893 ,0.0485  
log_restriction_2_3       ,0.8802   ,1.3499   ,0.6520 ,0.5144 ,-1.7656 ,3.5260  
log_restriction_2_3_cohort,0.7946   ,1.1931   ,0.6660 ,0.5054 ,-1.5439 ,3.1331  

F-test for Poolability: 190.59
P-value: 0.0000
Distribution: F(141,209033)

Included effects: Entity, Time
