                     PanelOLS Estimation Summary                     
Dep. Variable:   ,estabs_exit     ,  R-squared:           ,0.0271    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.3922   
No. Observations:,2461            ,  R-squared (Within):  ,-0.3806   
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,-0.3847   
Time:            ,12:56:53        ,  Log-likelihood       ,-2.139e+04
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,222.90    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,144.76          ,  Distribution:        ,F(16,2399)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,220.00          ,  F-statistic (robust):,22.103    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,34              ,  Distribution:        ,F(16,2399)
Avg Obs:         ,72.382          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,82.000          ,                       ,          
                 ,                ,                       ,          
                                  Parameter Estimates                                   
                              ,Parameter ,Std. Err., T-stat,P-value, Lower CI , Upper CI
const                         ,-1.364e+04,7608.6   ,-1.7922,0.0732 ,-2.856e+04,1283.8   
L_0_entry_rate_whole          ,-5308.4   ,7547.3   ,-0.7034,0.4819 ,-2.011e+04,9491.5   
L_0_log_gdp                   ,-113.15   ,1561.4   ,-0.0725,0.9422 ,-3175.0   ,2948.7   
L_1_entry_rate_whole          ,-521.64   ,9647.6   ,-0.0541,0.9569 ,-1.944e+04,1.84e+04 
L_1_log_gdp                   ,229.00    ,2012.4   ,0.1138 ,0.9094 ,-3717.1   ,4175.1   
L_2_entry_rate_whole          ,-1.2203   ,9261.5   ,-0.0001,0.9999 ,-1.816e+04,1.816e+04
L_2_log_gdp                   ,638.98    ,2035.4   ,0.3139 ,0.7536 ,-3352.3   ,4630.3   
L_3_entry_rate_whole          ,-284.51   ,9069.5   ,-0.0314,0.9750 ,-1.807e+04,1.75e+04 
L_3_log_gdp                   ,490.21    ,1976.4   ,0.2480 ,0.8041 ,-3385.4   ,4365.8   
L_4_entry_rate_whole          ,6058.6    ,8955.6   ,0.6765 ,0.4988 ,-1.15e+04 ,2.362e+04
L_4_log_gdp                   ,-145.48   ,1921.2   ,-0.0757,0.9396 ,-3913.0   ,3622.0   
L_5_entry_rate_whole          ,-2015.8   ,7039.6   ,-0.2864,0.7746 ,-1.582e+04,1.179e+04
L_5_log_gdp                   ,431.65    ,1447.9   ,0.2981 ,0.7656 ,-2407.6   ,3270.9   
cross                         ,-30.215   ,52.408   ,-0.5765,0.5643 ,-132.99   ,72.554   
full_chg_restriction_2_0      ,102.13    ,2305.6   ,0.0443 ,0.9647 ,-4419.0   ,4623.2   
large_firm                    ,-1033.0   ,555.57   ,-1.8593,0.0631 ,-2122.4   ,56.480   
pre_cohort_log_restriction_2_0,616.32    ,501.55   ,1.2288 ,0.2193 ,-367.19   ,1599.8   

F-test for Poolability: 23.348
P-value: 0.0000
Distribution: F(45,2399)

Included effects: Entity, Time
