                     PanelOLS Estimation Summary                     
Dep. Variable:   ,net_job_creation,  R-squared:           ,0.0393    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.5361   
No. Observations:,3067            ,  R-squared (Within):  ,-0.8334   
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,-0.7154   
Time:            ,12:34:32        ,  Log-likelihood       ,-3.007e+04
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,400.88    
Entities:        ,17              ,  P-value              ,0.0000    
Avg Obs:         ,180.41          ,  Distribution:        ,F(12,3006)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,271.00          ,  F-statistic (robust):,23.372    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,36              ,  Distribution:        ,F(12,3006)
Avg Obs:         ,85.194          ,                       ,          
Min Obs:         ,75.000          ,                       ,          
Max Obs:         ,99.000          ,                       ,          
                 ,                ,                       ,          
                                  Parameter Estimates                                  
                              ,Parameter,Std. Err., T-stat,P-value, Lower CI , Upper CI
const                         ,4.906e+04,2.084e+04,2.3542 ,0.0186 ,8198.4    ,8.992e+04
L_0_entry_rate_whole          ,2.64e+04 ,2.091e+04,1.2625 ,0.2069 ,-1.46e+04 ,6.741e+04
L_0_log_gdp                   ,4424.2   ,4215.3   ,1.0496 ,0.2940 ,-3841.0   ,1.269e+04
L_1_entry_rate_whole          ,890.39   ,2.965e+04,0.0300 ,0.9760 ,-5.725e+04,5.903e+04
L_1_log_gdp                   ,-1334.7  ,5257.7   ,-0.2539,0.7996 ,-1.164e+04,8974.5   
L_2_entry_rate_whole          ,-2.91e+04,3.116e+04,-0.9339,0.3504 ,-9.02e+04 , 3.2e+04 
L_2_log_gdp                   ,-7431.2  ,5242.1   ,-1.4176,0.1564 ,-1.771e+04,2847.3   
L_3_entry_rate_whole          ,8917.6   ,2.188e+04,0.4077 ,0.6836 ,-3.397e+04,5.181e+04
L_3_log_gdp                   ,-916.84  ,3904.8   ,-0.2348,0.8144 ,-8573.2   ,6739.5   
cross                         ,1082.6   ,272.82   ,3.9683 ,0.0001 ,547.70    ,1617.6   
full_chg_restriction_2_0      ,-5747.9  ,4242.9   ,-1.3547,0.1756 ,-1.407e+04,2571.4   
large_firm                    ,-6781.2  ,3067.8   ,-2.2105,0.0271 ,-1.28e+04 ,-766.09  
pre_cohort_log_restriction_2_0,-2233.6  ,1373.7   ,-1.6261,0.1040 ,-4927.0   ,459.76   

F-test for Poolability: 45.986
P-value: 0.0000
Distribution: F(48,3006)

Included effects: Entity, Time
