                     PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.2346    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.0717    
No. Observations:,27205           ,  R-squared (Within):  ,0.2367    
Date:            ,Thu, Jun 02 2022,  R-squared (Overall): ,0.2333    
Time:            ,13:50:47        ,  Log-likelihood       ,2.638e+04 
Cov. Estimator:  ,Robust          ,                       ,          
                 ,                ,  F-statistic:         ,1040.2    
Entities:        ,21              ,  P-value              ,0.0000    
Avg Obs:         ,1295.5          ,  Distribution:        ,F(8,27146)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,3486.0          ,  F-statistic (robust):,782.38    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,38              ,  Distribution:        ,F(8,27146)
Avg Obs:         ,715.92          ,                       ,          
Min Obs:         ,148.00          ,                       ,          
Max Obs:         ,1526.0          ,                       ,          
                 ,                ,                       ,          
                              Parameter Estimates                               
                          ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.1.0]   ,0.2220   ,0.0521   ,4.2584 ,0.0000 ,0.1198  ,0.3241  
C(age_grp_dummy)[T.2.0]   ,0.1388   ,0.0522   ,2.6588 ,0.0078 ,0.0365  ,0.2412  
C(age_grp_dummy)[T.3.0]   ,0.1060   ,0.0522   ,2.0319 ,0.0422 ,0.0037  ,0.2083  
C(age_grp_dummy)[T.4.0]   ,0.0860   ,0.0523   ,1.6456 ,0.0999 ,-0.0164 ,0.1885  
C(age_grp_dummy)[T.5.0]   ,0.0717   ,0.0523   ,1.3699 ,0.1707 ,-0.0309 ,0.1742  
entry_rate_whole          ,-0.2817  ,0.0591   ,-4.7683,0.0000 ,-0.3975 ,-0.1659 
entry_rate_whole_cohort   ,0.2899   ,0.0567   ,5.1150 ,0.0000 ,0.1788  ,0.4010  
log_restriction_2_3       ,0.0292   ,0.0061   ,4.8020 ,0.0000 ,0.0173  ,0.0411  
log_restriction_2_3_cohort,-0.0259  ,0.0066   ,-3.9161,0.0001 ,-0.0389 ,-0.0129 

F-test for Poolability: 28.527
P-value: 0.0000
Distribution: F(50,27146)

Included effects: Entity, Time
