                     PanelOLS Estimation Summary                     
Dep. Variable:   ,log_emp         ,  R-squared:           ,0.2364    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.3942   
No. Observations:,8761            ,  R-squared (Within):  ,-2.7636   
Date:            ,Wed, Aug 10 2022,  R-squared (Overall): ,-0.6454   
Time:            ,16:25:28        ,  Log-likelihood       ,-1239.9   
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,3.516e+05 
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,33.439          ,  Distribution:        ,F(14,8468)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,37.000          ,  F-statistic (robust):,-4.11e+13 
                 ,                ,  P-value              ,1.0000    
Time periods:    ,38              ,  Distribution:        ,F(14,8468)
Avg Obs:         ,230.55          ,                       ,          
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,239.00          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,3.8550   ,2.9611   ,1.3019 ,0.1930 ,-1.9495 ,9.6595  
L_0_entry_rate_whole          ,-1.2714  ,0.4356   ,-2.9184,0.0035 ,-2.1254 ,-0.4174 
L_0_log_gdp                   ,0.7231   ,0.1819   ,3.9760 ,0.0001 ,0.3666  ,1.0796  
L_1_entry_rate_whole          ,0.3660   ,0.3157   ,1.1591 ,0.2464 ,-0.2529 ,0.9849  
L_1_log_gdp                   ,0.2179   ,0.1130   ,1.9282 ,0.0539 ,-0.0036 ,0.4395  
L_2_entry_rate_whole          ,0.4278   ,0.2738   ,1.5625 ,0.1182 ,-0.1089 ,0.9645  
L_2_log_gdp                   ,0.0674   ,0.1394   ,0.4839 ,0.6285 ,-0.2058 ,0.3407  
L_3_entry_rate_whole          ,3.4635   ,0.6197   ,5.5894 ,0.0000 ,2.2488  ,4.6782  
L_3_log_gdp                   ,-0.0440  ,0.1295   ,-0.3402,0.7337 ,-0.2978 ,0.2097  
L_4_entry_rate_whole          ,-0.7098  ,0.7616   ,-0.9321,0.3513 ,-2.2027 ,0.7830  
L_4_log_gdp                   ,0.1435   ,0.1378   ,1.0417 ,0.2976 ,-0.1266 ,0.4137  
curr_chg_restriction_2_0      ,-0.0044  ,0.1368   ,-0.0318,0.9746 ,-0.2726 ,0.2639  
enter_chg_restriction_2_0     ,0.0266   ,0.2626   ,0.1012 ,0.9194 ,-0.4882 ,0.5413  
life_chg_restriction_2_0      ,-0.0026  ,0.3863   ,-0.0066,0.9947 ,-0.7598 ,0.7547  
pre_cohort_log_restriction_2_0,-0.1424  ,0.2272   ,-0.6265,0.5310 ,-0.5878 ,0.3031  

F-test for Poolability: 357.72
P-value: 0.0000
Distribution: F(278,8468)

Included effects: Entity, Time
