                     PanelOLS Estimation Summary                      
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.6196     
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.1534     
No. Observations:,402823          ,  R-squared (Within):  ,0.6067     
Date:            ,Thu, Jul 21 2022,  R-squared (Overall): ,0.4742     
Time:            ,12:55:47        ,  Log-likelihood       ,7.356e+05  
Cov. Estimator:  ,Clustered       ,                       ,           
                 ,                ,  F-statistic:         ,4.538e+05  
Entities:        ,262             ,  P-value              ,0.0000     
Avg Obs:         ,1537.5          ,  Distribution:        ,F(9,402532)
Min Obs:         ,0.0000          ,                       ,           
Max Obs:         ,1845.0          ,  F-statistic (robust):,146.51     
                 ,                ,  P-value              ,0.0000     
Time periods:    ,42              ,  Distribution:        ,F(9,402532)
Avg Obs:         ,9591.0          ,                       ,           
Min Obs:         ,0.0000          ,                       ,           
Max Obs:         ,1.318e+04       ,                       ,           
                 ,                ,                       ,           
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.1.0]       ,0.1743   ,0.0836   ,2.0840 ,0.0372 ,0.0104  ,0.3383  
C(age_grp_dummy)[T.2.0]       ,0.0949   ,0.0839   ,1.1314 ,0.2579 ,-0.0695 ,0.2593  
C(age_grp_dummy)[T.3.0]       ,0.0670   ,0.0846   ,0.7920 ,0.4284 ,-0.0989 ,0.2329  
C(age_grp_dummy)[T.4.0]       ,0.0487   ,0.0855   ,0.5699 ,0.5688 ,-0.1188 ,0.2162  
C(age_grp_dummy)[T.5.0]       ,0.0374   ,0.0862   ,0.4343 ,0.6641 ,-0.1315 ,0.2064  
chg_restriction_2_0_2         ,0.0277   ,0.0203   ,1.3682 ,0.1713 ,-0.0120 ,0.0674  
entry_rate_whole              ,-0.1236  ,0.0494   ,-2.5031,0.0123 ,-0.2204 ,-0.0268 
entry_rate_whole_pre_cohort   ,0.1520   ,0.0539   ,2.8206 ,0.0048 ,0.0464  ,0.2576  
log_emp_pre_cohort            ,0.0009   ,0.0002   ,3.9481 ,0.0001 ,0.0005  ,0.0014  
log_restriction_2_2_pre_cohort,0.0047   ,0.0078   ,0.6015 ,0.5475 ,-0.0106 ,0.0201  

F-test for Poolability: 857.28
P-value: 0.0000
Distribution: F(281,402532)

Included effects: Entity, Time
