,age,Coef,lower_ci,upper_ci
0,1,1413.1358340048037,-743.9987178796418,3570.270385889249
1,2,1990.4171221132515,276.7671849541546,3704.067059272348
2,3,1596.0394036678374,129.6000081072234,3062.4787992284514
3,4,1448.1445928245453,319.1581756263058,2577.1310100227847
4,5,1487.1850744400429,140.80603368915763,2833.564115190928
