                     PanelOLS Estimation Summary                      
Dep. Variable:   ,estabs_entry_rate,  R-squared:           ,0.0113    
Estimator:       ,PanelOLS         ,  R-squared (Between): ,-1.7891   
No. Observations:,3041             ,  R-squared (Within):  ,-0.0762   
Date:            ,Wed, Aug 10 2022 ,  R-squared (Overall): ,-0.2143   
Time:            ,16:23:38         ,  Log-likelihood       ,7098.8    
Cov. Estimator:  ,Robust           ,                       ,          
                 ,                 ,  F-statistic:         ,400.07    
Entities:        ,17               ,  P-value              ,0.0000    
Avg Obs:         ,178.88           ,  Distribution:        ,F(18,2975)
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,272.00           ,  F-statistic (robust):,0.9747    
                 ,                 ,  P-value              ,0.4863    
Time periods:    ,38               ,  Distribution:        ,F(18,2975)
Avg Obs:         ,80.026           ,                       ,          
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,96.000           ,                       ,          
                 ,                 ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.0380  ,0.0803   ,-0.4733,0.6360 ,-0.1954 ,0.1194  
L_0_entry_rate_whole          ,0.1127   ,0.1476   ,0.7641 ,0.4449 ,-0.1766 ,0.4021  
L_0_log_gdp                   ,0.0113   ,0.0172   ,0.6561 ,0.5118 ,-0.0225 ,0.0451  
L_1_entry_rate_whole          ,-0.0665  ,0.1992   ,-0.3337,0.7386 ,-0.4571 ,0.3241  
L_1_log_gdp                   ,0.0021   ,0.0236   ,0.0879 ,0.9300 ,-0.0441 ,0.0483  
L_2_entry_rate_whole          ,-0.0245  ,0.1610   ,-0.1523,0.8789 ,-0.3402 ,0.2911  
L_2_log_gdp                   ,-0.0283  ,0.0263   ,-1.0737,0.2831 ,-0.0800 ,0.0234  
L_3_entry_rate_whole          ,-0.0596  ,0.1420   ,-0.4201,0.6744 ,-0.3380 ,0.2187  
L_3_log_gdp                   ,0.0003   ,0.0272   ,0.0115 ,0.9908 ,-0.0531 ,0.0537  
L_4_entry_rate_whole          ,0.0272   ,0.1374   ,0.1981 ,0.8430 ,-0.2421 ,0.2966  
L_4_log_gdp                   ,0.0133   ,0.0258   ,0.5157 ,0.6061 ,-0.0373 ,0.0639  
L_5_entry_rate_whole          ,-0.0857  ,0.1033   ,-0.8294,0.4069 ,-0.2882 ,0.1169  
L_5_log_gdp                   ,0.0102   ,0.0179   ,0.5734 ,0.5664 ,-0.0248 ,0.0453  
cross                         ,-0.0173  ,0.0082   ,-2.1257,0.0336 ,-0.0333 ,-0.0013 
curr_chg_restriction_2_0      ,-0.0006  ,0.0136   ,-0.0468,0.9627 ,-0.0273 ,0.0261  
enter_chg_restriction_2_0     ,0.0001   ,0.0121   ,0.0099 ,0.9921 ,-0.0237 ,0.0239  
large_firm                    ,0.2033   ,0.0934   ,2.1756 ,0.0297 ,0.0201  ,0.3864  
life_chg_restriction_2_0      ,-0.0016  ,0.0257   ,-0.0642,0.9488 ,-0.0520 ,0.0487  
pre_cohort_log_restriction_2_0,0.0034   ,0.0061   ,0.5576 ,0.5771 ,-0.0086 ,0.0155  

F-test for Poolability: 5.7627
P-value: 0.0000
Distribution: F(47,2975)

Included effects: Entity, Time
