                     PanelOLS Estimation Summary                     
Dep. Variable:   ,estabs_exit_rate,  R-squared:           ,0.0436    
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.1381    
No. Observations:,9007            ,  R-squared (Within):  ,-0.0858   
Date:            ,Wed, Aug 10 2022,  R-squared (Overall): ,0.0122    
Time:            ,16:23:53        ,  Log-likelihood       ,1.427e+04 
Cov. Estimator:  ,Clustered       ,                       ,          
                 ,                ,  F-statistic:         ,5751.7    
Entities:        ,262             ,  P-value              ,0.0000    
Avg Obs:         ,34.378          ,  Distribution:        ,F(12,8715)
Min Obs:         ,0.0000          ,                       ,          
Max Obs:         ,38.000          ,  F-statistic (robust):,89.306    
                 ,                ,  P-value              ,0.0000    
Time periods:    ,38              ,  Distribution:        ,F(12,8715)
Avg Obs:         ,237.03          ,                       ,          
Min Obs:         ,234.00          ,                       ,          
Max Obs:         ,239.00          ,                       ,          
                 ,                ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,-0.0743  ,0.1269   ,-0.5854,0.5583 ,-0.3230 ,0.1745  
L_0_entry_rate_whole          ,-0.0297  ,0.1492   ,-0.1989,0.8423 ,-0.3221 ,0.2627  
L_0_log_gdp                   ,-0.0985  ,0.0301   ,-3.2688,0.0011 ,-0.1575 ,-0.0394 
L_1_entry_rate_whole          ,-0.3645  ,0.1500   ,-2.4296,0.0151 ,-0.6586 ,-0.0704 
L_1_log_gdp                   ,-0.0567  ,0.0317   ,-1.7890,0.0737 ,-0.1189 ,0.0054  
L_2_entry_rate_whole          ,0.3665   ,0.1301   ,2.8167 ,0.0049 ,0.1114  ,0.6215  
L_2_log_gdp                   ,0.0788   ,0.0375   ,2.1006 ,0.0357 ,0.0053  ,0.1523  
L_3_entry_rate_whole          ,0.1090   ,0.0603   ,1.8082 ,0.0706 ,-0.0092 ,0.2271  
L_3_log_gdp                   ,0.0825   ,0.0313   ,2.6397 ,0.0083 ,0.0212  ,0.1438  
curr_chg_restriction_2_0      ,0.0170   ,0.0116   ,1.4656 ,0.1428 ,-0.0057 ,0.0397  
enter_chg_restriction_2_0     ,0.0193   ,0.0113   ,1.7047 ,0.0883 ,-0.0029 ,0.0415  
life_chg_restriction_2_0      ,0.0379   ,0.0102   ,3.7146 ,0.0002 ,0.0179  ,0.0579  
pre_cohort_log_restriction_2_0,0.0228   ,0.0085   ,2.6663 ,0.0077 ,0.0060  ,0.0395  

F-test for Poolability: 12.792
P-value: 0.0000
Distribution: F(279,8715)

Included effects: Entity, Time
