,age,Coef,lower_ci,upper_ci
0,1,-958.6962229601752,-3185.1884171802103,1267.7959712598602
1,2,863.5838632474992,-331.22989740790933,2058.3976239029075
2,3,221.66859519190848,-621.7028755705923,1065.0400659544093
3,4,-344.9283473021614,-1478.3914842830438,788.5347896787209
4,5,-229.4668661864411,-817.1752869286672,358.24155455578494
