                     PanelOLS Estimation Summary                      
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.1870     
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.2512    
No. Observations:,15781           ,  R-squared (Within):  ,0.1526     
Date:            ,Sun, Jun 19 2022,  R-squared (Overall): ,0.1390     
Time:            ,15:35:02        ,  Log-likelihood       ,1.812e+04  
Cov. Estimator:  ,Robust          ,                       ,           
                 ,                ,  F-statistic:         ,278.06     
Entities:        ,17              ,  P-value              ,0.0000     
Avg Obs:         ,928.29          ,  Distribution:        ,F(13,15718)
Min Obs:         ,0.0000          ,                       ,           
Max Obs:         ,1460.0          ,  F-statistic (robust):,560.23     
                 ,                ,  P-value              ,0.0000     
Time periods:    ,37              ,  Distribution:        ,F(13,15718)
Avg Obs:         ,426.51          ,                       ,           
Min Obs:         ,69.000          ,                       ,           
Max Obs:         ,812.00          ,                       ,           
                 ,                ,                       ,           
                                  Parameter Estimates                                   
                                  ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.1.0]           ,-0.0316  ,0.0794   ,-0.3980,0.6906 ,-0.1872 ,0.1240  
C(age_grp_dummy)[T.2.0]           ,-0.0621  ,0.0794   ,-0.7825,0.4339 ,-0.2178 ,0.0935  
C(age_grp_dummy)[T.3.0]           ,-0.0725  ,0.0794   ,-0.9133,0.3611 ,-0.2281 ,0.0831  
C(age_grp_dummy)[T.4.0]           ,-0.0785  ,0.0793   ,-0.9896,0.3224 ,-0.2340 ,0.0770  
C(age_grp_dummy)[T.5.0]           ,-0.0822  ,0.0793   ,-1.0368,0.2998 ,-0.2376 ,0.0732  
L_0_entry_rate_whole              ,-0.1942  ,0.0755   ,-2.5715,0.0101 ,-0.3423 ,-0.0462 
L_0_log_gdp                       ,-0.0234  ,0.0112   ,-2.0833,0.0372 ,-0.0455 ,-0.0014 
L_0_log_restriction_2_0           ,0.0154   ,0.0099   ,1.5634 ,0.1180 ,-0.0039 ,0.0348  
avg_entry_rate_whole              ,0.1926   ,0.0811   ,2.3753 ,0.0175 ,0.0337  ,0.3516  
avg_log_gdp                       ,0.0381   ,0.0105   ,3.6242 ,0.0003 ,0.0175  ,0.0586  
avg_log_restriction_2_0           ,9.543e-05,0.0103   ,0.0093 ,0.9926 ,-0.0200 ,0.0202  
large_firm                        ,-0.0642  ,0.0097   ,-6.6358,0.0000 ,-0.0832 ,-0.0452 
log_emp_cohort                    ,-0.0108  ,0.0009   ,-11.646,0.0000 ,-0.0127 ,-0.0090 
avg_log_restriction_2_0:large_firm,-0.0030  ,0.0009   ,-3.3623,0.0008 ,-0.0047 ,-0.0012 

F-test for Poolability: 5.9480
P-value: 0.0000
Distribution: F(49,15718)

Included effects: Entity, Time
