                      PanelOLS Estimation Summary                      
Dep. Variable:   ,log_emp         ,  R-squared:           ,0.1473      
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.0698      
No. Observations:,345704          ,  R-squared (Within):  ,0.1748      
Date:            ,Wed, Jul 13 2022,  R-squared (Overall): ,0.0819      
Time:            ,10:34:52        ,  Log-likelihood       ,-8.883e+04  
Cov. Estimator:  ,Robust          ,                       ,            
                 ,                ,  F-statistic:         ,1.845e+07   
Entities:        ,262             ,  P-value              ,0.0000      
Avg Obs:         ,1319.5          ,  Distribution:        ,F(10,345498)
Min Obs:         ,0.0000          ,                       ,            
Max Obs:         ,2294.0          ,  F-statistic (robust):,1.915e+05   
                 ,                ,  P-value              ,0.0000      
Time periods:    ,43              ,  Distribution:        ,F(10,345498)
Avg Obs:         ,8039.6          ,                       ,            
Min Obs:         ,0.0000          ,                       ,            
Max Obs:         ,1.092e+04       ,                       ,            
                 ,                ,                       ,            
                              Parameter Estimates                               
                          ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.0.0]   ,9.5720   ,0.0402   ,238.36 ,0.0000 ,9.4932  ,9.6507  
C(age_grp_dummy)[T.1.0]   ,9.5478   ,0.0403   ,237.13 ,0.0000 ,9.4688  ,9.6267  
C(age_grp_dummy)[T.2.0]   ,9.5147   ,0.0403   ,235.81 ,0.0000 ,9.4357  ,9.5938  
C(age_grp_dummy)[T.3.0]   ,9.4813   ,0.0404   ,234.62 ,0.0000 ,9.4021  ,9.5605  
C(age_grp_dummy)[T.4.0]   ,9.4528   ,0.0405   ,233.65 ,0.0000 ,9.3735  ,9.5320  
C(age_grp_dummy)[T.5.0]   ,9.4246   ,0.0405   ,232.53 ,0.0000 ,9.3451  ,9.5040  
entry_rate_whole          ,1.1184   ,0.0689   ,16.241 ,0.0000 ,0.9835  ,1.2534  
entry_rate_whole_cohort   ,3.1712   ,0.0731   ,43.406 ,0.0000 ,3.0280  ,3.3144  
log_emp_cohort            ,0.0555   ,0.0009   ,62.535 ,0.0000 ,0.0538  ,0.0573  
log_restriction_2_3       ,-0.0601  ,0.0072   ,-8.3673,0.0000 ,-0.0742 ,-0.0460 
log_restriction_2_3_cohort,-0.0542  ,0.0070   ,-7.7781,0.0000 ,-0.0679 ,-0.0405 

F-test for Poolability: 8674.4
P-value: 0.0000
Distribution: F(195,345498)

Included effects: Entity, Time
