                     PanelOLS Estimation Summary                      
Dep. Variable:   ,estabs_entry_rate,  R-squared:           ,0.0565    
Estimator:       ,PanelOLS         ,  R-squared (Between): ,-0.3166   
No. Observations:,2313             ,  R-squared (Within):  ,0.0578    
Date:            ,Wed, Jul 13 2022 ,  R-squared (Overall): ,0.0366    
Time:            ,09:52:37         ,  Log-likelihood       ,-8088.8   
Cov. Estimator:  ,Robust           ,                       ,          
                 ,                 ,  F-statistic:         ,6.4085    
Entities:        ,17               ,  P-value              ,0.0000    
Avg Obs:         ,136.06           ,  Distribution:        ,F(21,2247)
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,218.00           ,  F-statistic (robust):,1.9339    
                 ,                 ,  P-value              ,0.0066    
Time periods:    ,37               ,  Distribution:        ,F(21,2247)
Avg Obs:         ,62.514           ,                       ,          
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,81.000           ,                       ,          
                 ,                 ,                       ,          
                             Parameter Estimates                             
                       ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                  ,8.5486   ,19.136   ,0.4467 ,0.6551 ,-28.977 ,46.074  
L_0_entry_rate_whole   ,23.593   ,18.793   ,1.2554 ,0.2095 ,-13.261 ,60.447  
L_0_log_gdp            ,1.8158   ,2.3486   ,0.7731 ,0.4395 ,-2.7898 ,6.4214  
L_0_log_restriction_2_0,0.1421   ,3.1285   ,0.0454 ,0.9638 ,-5.9929 ,6.2772  
L_1_entry_rate_whole   ,-50.610  ,22.475   ,-2.2519,0.0244 ,-94.684 ,-6.5372 
L_1_log_gdp            ,-2.1280  ,3.1174   ,-0.6826,0.4949 ,-8.2413 ,3.9853  
L_1_log_restriction_2_0,1.1156   ,4.2477   ,0.2626 ,0.7928 ,-7.2142 ,9.4455  
L_2_entry_rate_whole   ,30.520   ,24.997   ,1.2210 ,0.2222 ,-18.499 ,79.539  
L_2_log_gdp            ,6.3573   ,3.0963   ,2.0532 ,0.0402 ,0.2854  ,12.429  
L_2_log_restriction_2_0,-1.1281  ,3.9295   ,-0.2871,0.7741 ,-8.8338 ,6.5777  
L_3_entry_rate_whole   ,-8.8085  ,25.886   ,-0.3403,0.7337 ,-59.572 ,41.955  
L_3_log_gdp            ,-6.2953  ,2.8611   ,-2.2003,0.0279 ,-11.906 ,-0.6847 
L_3_log_restriction_2_0,2.5515   ,3.8458   ,0.6635 ,0.5071 ,-4.9902 ,10.093  
L_4_entry_rate_whole   ,6.7446   ,26.004   ,0.2594 ,0.7954 ,-44.250 ,57.739  
L_4_log_gdp            ,1.0592   ,2.9778   ,0.3557 ,0.7221 ,-4.7804 ,6.8989  
L_4_log_restriction_2_0,1.0287   ,3.8371   ,0.2681 ,0.7886 ,-6.4958 ,8.5533  
L_5_entry_rate_whole   ,4.5752   ,17.970   ,0.2546 ,0.7991 ,-30.664 ,39.814  
L_5_log_gdp            ,-0.1269  ,2.2233   ,-0.0571,0.9545 ,-4.4868 ,4.2330  
L_5_log_restriction_2_0,-4.9900  ,2.8502   ,-1.7508,0.0801 ,-10.579 ,0.5993  
cross                  ,-0.2563  ,0.9229   ,-0.2777,0.7813 ,-2.0660 ,1.5535  
large_firm             ,8.7617   ,9.8299   ,0.8913 ,0.3728 ,-10.515 ,28.038  
log_emp_cohort         ,0.3937   ,0.3526   ,1.1167 ,0.2642 ,-0.2977 ,1.0851  

F-test for Poolability: 2.3033
P-value: 0.0000
Distribution: F(44,2247)

Included effects: Entity, Time
