                     PanelOLS Estimation Summary                      
Dep. Variable:   ,estabs_entry_rate,  R-squared:           ,0.0048    
Estimator:       ,PanelOLS         ,  R-squared (Between): ,0.1232    
No. Observations:,2364             ,  R-squared (Within):  ,-0.0034   
Date:            ,Thu, Jul 21 2022 ,  R-squared (Overall): ,-0.0013   
Time:            ,14:27:01         ,  Log-likelihood       ,-5087.9   
Cov. Estimator:  ,Robust           ,                       ,          
                 ,                 ,  F-statistic:         ,-27.999   
Entities:        ,17               ,  P-value              ,1.0000    
Avg Obs:         ,139.06           ,  Distribution:        ,F(11,2303)
Min Obs:         ,0.0000           ,                       ,          
Max Obs:         ,230.00           ,  F-statistic (robust):,2.9450    
                 ,                 ,  P-value              ,0.0007    
Time periods:    ,37               ,  Distribution:        ,F(11,2303)
Avg Obs:         ,63.892           ,                       ,          
Min Obs:         ,47.000           ,                       ,          
Max Obs:         ,76.000           ,                       ,          
                 ,                 ,                       ,          
                                Parameter Estimates                                 
                              ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                         ,1.1435   ,4.5942   ,0.2489 ,0.8035 ,-7.8658 ,10.153  
L_0_entry_rate_whole          ,-0.2305  ,5.9336   ,-0.0388,0.9690 ,-11.866 ,11.405  
L_0_log_gdp                   ,-0.5750  ,1.0400   ,-0.5529,0.5804 ,-2.6145 ,1.4645  
L_1_entry_rate_whole          ,-2.9168  ,7.2108   ,-0.4045,0.6859 ,-17.057 ,11.223  
L_1_log_gdp                   ,0.6637   ,1.2033   ,0.5516 ,0.5813 ,-1.6960 ,3.0235  
L_2_entry_rate_whole          ,-1.0246  ,5.2619   ,-0.1947,0.8456 ,-11.343 ,9.2940  
L_2_log_gdp                   ,-0.0310  ,1.0055   ,-0.0309,0.9754 ,-2.0028 ,1.9408  
cross                         ,-2.4704  ,1.2762   ,-1.9357,0.0530 ,-4.9730 ,0.0322  
curr_chg_restriction_2_0      ,-0.0665  ,1.0105   ,-0.0658,0.9475 ,-2.0482 ,1.9151  
enter_chg_restriction_2_0     ,-0.4052  ,0.8429   ,-0.4807,0.6308 ,-2.0581 ,1.2477  
large_firm                    ,33.060   ,14.169   ,2.3333 ,0.0197 ,5.2750  ,60.844  
pre_cohort_log_restriction_2_0,-0.0309  ,0.3338   ,-0.0926,0.9262 ,-0.6855 ,0.6237  

F-test for Poolability: 2.4051
P-value: 0.0000
Distribution: F(49,2303)

Included effects: Entity, Time
