                     PanelOLS Estimation Summary                      
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.1247     
Estimator:       ,PanelOLS        ,  R-squared (Between): ,0.1629     
No. Observations:,29672           ,  R-squared (Within):  ,0.1023     
Date:            ,Wed, Jul 13 2022,  R-squared (Overall): ,0.1162     
Time:            ,10:38:01        ,  Log-likelihood       ,4.13e+04   
Cov. Estimator:  ,Robust          ,                       ,           
                 ,                ,  F-statistic:         ,5526.8     
Entities:        ,262             ,  P-value              ,0.0000     
Avg Obs:         ,113.25          ,  Distribution:        ,F(13,29381)
Min Obs:         ,0.0000          ,                       ,           
Max Obs:         ,137.00          ,  F-statistic (robust):,827.23     
                 ,                ,  P-value              ,0.0000     
Time periods:    ,36              ,  Distribution:        ,F(13,29381)
Avg Obs:         ,824.22          ,                       ,           
Min Obs:         ,208.00          ,                       ,           
Max Obs:         ,897.00          ,                       ,           
                 ,                ,                       ,           
                               Parameter Estimates                               
                           ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
C(age_grp_dummy)[T.2.0]    ,0.2003   ,0.1068   ,1.8748 ,0.0608 ,-0.0091 ,0.4096  
C(age_grp_dummy)[T.3.0]    ,0.1753   ,0.1069   ,1.6404 ,0.1009 ,-0.0342 ,0.3848  
C(age_grp_dummy)[T.4.0]    ,0.1599   ,0.1065   ,1.5019 ,0.1331 ,-0.0488 ,0.3686  
C(age_grp_dummy)[T.5.0]    ,0.1527   ,0.1067   ,1.4313 ,0.1523 ,-0.0564 ,0.3617  
L_0_entry_rate_whole       ,0.1746   ,0.1030   ,1.6942 ,0.0902 ,-0.0274 ,0.3765  
L_0_log_gdp                ,-0.0792  ,0.0171   ,-4.6367,0.0000 ,-0.1126 ,-0.0457 
L_0_log_restriction_2_0    ,0.0444   ,0.0083   ,5.3737 ,0.0000 ,0.0282  ,0.0606  
cohort_entry_rate_whole    ,0.1241   ,0.0266   ,4.6663 ,0.0000 ,0.0720  ,0.1762  
cohort_log_gdp             ,0.0423   ,0.0084   ,5.0497 ,0.0000 ,0.0259  ,0.0587  
cohort_log_restriction_2_0 ,-0.0321  ,0.0107   ,-3.0034,0.0027 ,-0.0530 ,-0.0111 
inc_avg_entry_rate_whole   ,-0.3161  ,0.1295   ,-2.4412,0.0146 ,-0.5699 ,-0.0623 
inc_avg_log_gdp            ,0.0348   ,0.0152   ,2.2927 ,0.0219 ,0.0051  ,0.0646  
inc_avg_log_restriction_2_0,-0.0049  ,0.0102   ,-0.4799,0.6313 ,-0.0250 ,0.0151  
log_emp_cohort             ,-0.0104  ,0.0022   ,-4.7439,0.0000 ,-0.0147 ,-0.0061 

F-test for Poolability: 21.158
P-value: 0.0000
Distribution: F(277,29381)

Included effects: Entity, Time
