                    PanelOLS Estimation Summary                     
Dep. Variable:   ,death_rate      ,  R-squared:           ,0.1539   
Estimator:       ,PanelOLS        ,  R-squared (Between): ,-0.0614  
No. Observations:,3168            ,  R-squared (Within):  ,0.1052   
Date:            ,Sun, Jun 19 2022,  R-squared (Overall): ,0.1003   
Time:            ,15:34:57        ,  Log-likelihood       ,3720.9   
Cov. Estimator:  ,Robust          ,                       ,         
                 ,                ,  F-statistic:         ,62.874   
Entities:        ,17              ,  P-value              ,0.0000   
Avg Obs:         ,186.35          ,  Distribution:        ,F(9,3110)
Min Obs:         ,0.0000          ,                       ,         
Max Obs:         ,296.00          ,  F-statistic (robust):,187.55   
                 ,                ,  P-value              ,0.0000   
Time periods:    ,36              ,  Distribution:        ,F(9,3110)
Avg Obs:         ,88.000          ,                       ,         
Min Obs:         ,64.000          ,                       ,         
Max Obs:         ,164.00          ,                       ,         
                 ,                ,                       ,         
                             Parameter Estimates                             
                       ,Parameter,Std. Err., T-stat,P-value,Lower CI,Upper CI
const                  ,-0.0446  ,0.1662   ,-0.2685,0.7883 ,-0.3705 ,0.2813  
L_0_entry_rate_whole   ,-0.1926  ,0.1592   ,-1.2103,0.2262 ,-0.5047 ,0.1194  
L_0_log_gdp            ,-0.0224  ,0.0250   ,-0.8988,0.3688 ,-0.0714 ,0.0265  
L_0_log_restriction_2_0,0.0073   ,0.0193   ,0.3811 ,0.7032 ,-0.0304 ,0.0451  
L_2_entry_rate_whole   ,0.3066   ,0.1572   ,1.9500 ,0.0513 ,-0.0017 ,0.6149  
L_2_log_gdp            ,0.0407   ,0.0235   ,1.7330 ,0.0832 ,-0.0053 ,0.0867  
L_2_log_restriction_2_0,0.0033   ,0.0196   ,0.1685 ,0.8662 ,-0.0352 ,0.0418  
cross                  ,-0.0020  ,0.0018   ,-1.0947,0.2737 ,-0.0056 ,0.0016  
large_firm             ,-0.0810  ,0.0205   ,-3.9485,0.0001 ,-0.1212 ,-0.0408 
log_emp_cohort         ,-0.0101  ,0.0021   ,-4.7762,0.0000 ,-0.0143 ,-0.0060 

F-test for Poolability: 2.0142
P-value: 0.0000
Distribution: F(48,3110)

Included effects: Entity, Time
